,"Age, BMI & VAT",Liver health
AHI,0.0012339252579891089,0.0014309871498116664
ahi_4_percent,0.0016465291598520642,0.0018084104732426906
ahi_central,0.004600428817515409,0.004610909805269443
ahi_central_during_nrem,0.004381227247898966,0.004495904987161405
ahi_central_during_rem,0.005697339928504481,0.005625939411878687
ahi_during_left,0.0019497949322217006,0.0031332873538354425
ahi_during_non_supine,0.0016710052264233895,0.0023505279245062175
ahi_during_nrem,0.0013354888495951285,0.0018275848809614617
ahi_during_prone,0.0022775425401124955,0.003111004950039654
ahi_during_rem,0.000947835680842581,0.001464956398269433
ahi_during_right,0.0018325628060609736,0.0025520973329152285
ahi_during_supine,0.0009213558419772559,0.0015826652654440632
ahi_obstructive,0.00128817456293002,0.0016519315055252865
ahi_obstructive_during_nrem,0.0016504681492821927,0.00208530944343645
ahi_obstructive_during_rem,0.0010185507770385596,0.0015407636825447383
desaturations_above_20,0.016963975495157907,0.0169095055960338
desaturations_mean_nadir,0.0021812142276989312,0.002181194765128264
desaturations_of_10_20,0.010091144594212243,0.010091305495992988
desaturations_of_4_9,0.001536731702151961,0.0017292320123063838
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0017913383526988549,0.0020486308670516467
number_of_all_respiratory_events,0.0018455335153019798,0.002156687962090765
number_of_apnea_hypopnea_events,0.0013927346955435506,0.001541667799725953
number_of_central_apnea_hypopnea_events,0.0035035537959441265,0.004706971351039837
number_of_desaturation_events,0.0019320799730396057,0.0021885087868044727
number_of_obstructive_apnea_hypopnea_events,0.0012107685831171818,0.001560348573363244
number_of_transitions_nrem_to_rem,0.01894716617002116,0.01894716617002116
number_of_transitions_nrem_to_wake,0.005183616654725984,0.005002490068634533
number_of_transitions_rem_to_nrem,0.015791288827847774,0.015791288827847777
number_of_transitions_rem_to_wake,0.015941184743561557,0.01594118474356155
number_of_transitions_wake_to_nrem,0.004655711930291744,0.004814554078568176
number_of_transitions_wake_to_rem,0.012065184632427665,0.012065184632427672
number_of_wakes,0.004742910787692058,0.005944030407273792
odi,0.001757990875989234,0.001977319513507949
odi_during_left,0.003128607530507931,0.0032809308907432956
odi_during_non_supine,0.0028187006960467037,0.002804859246930275
odi_during_nrem,0.0021766962104819484,0.0024083700934632575
odi_during_prone,0.00370128944513396,0.004191700118915863
odi_during_rem,0.0014709975795702886,0.001669690642401663
odi_during_right,0.0031146524440659826,0.0034397518557780014
odi_during_supine,0.001328437212594079,0.001850454280176803
percent_of_deep_sleep_time,0.0027816690654459083,0.0037421395113210595
percent_of_left_sleep,0.007359954474303138,0.010258758666574493
percent_of_light_sleep_time,0.002897794202507379,0.004016805530977883
percent_of_non_supine_sleep,0.004529760717764937,0.0059215715191258
percent_of_prone_sleep,0.012963049303051971,0.012920228620659854
percent_of_rem_sleep_time,0.004690969165990992,0.005497544071961601
percent_of_right_sleep,0.005625017505516401,0.006477923784640793
percent_of_sleep_time,0.00762333578185922,0.009463671582270896
percent_of_supine_sleep,0.004529760717764937,0.005921571519125807
percent_of_wake_time,0.007623335781859209,0.009463671582270886
rdi,0.0015752032239976924,0.0020441085043894146
rdi_during_left,0.0021939706332581507,0.0037224116136916085
rdi_during_non_supine,0.0017596772641404088,0.0024756617384837356
rdi_during_nrem,0.0017257159483839931,0.002261015731326831
rdi_during_prone,0.0028580561251864414,0.004334147735170702
rdi_during_rem,0.0010190951056948234,0.0018903352524934807
rdi_during_right,0.0026778975264448147,0.003915474684224014
rdi_during_supine,0.0012433309543585377,0.002032993392546395
rem_latency,0.0056380845904176295,0.006272630730407935
saturation_below_80,0.00893506652356721,0.00894557664388599
saturation_below_85,0.006241431448763292,0.00746736473867408
saturation_below_90,0.003607756397640346,0.0036091385403443036
saturation_below_or_equal_88,0.0038293590261410876,0.0044698395249910886
saturation_max_value,0.021834723279284537,0.021834723279284537
saturation_mean,0.001619509185370613,0.0016195167604990378
saturation_min_value,0.001721786426601953,0.002079433470794602
sleep_efficiency,0.009274251798042994,0.0100011569959855
sleep_latency,0.013126297871118662,0.010137115224420595
snore_above_40db,0.0035862125387836957,0.0060426472228548
snore_above_45db,0.002548377689211044,0.0026451107698532692
snore_above_50db,0.003044458484946883,0.0032179180615556006
snore_above_60db,0.01141567014020044,0.012327562507746873
snore_db_mean,0.004047381662015929,0.004056306365884175
time_to_transition_nrem_to_rem,0.01317239070329834,0.010798327684127551
time_to_transition_nrem_to_wake,0.005256736671792565,0.01002312482188442
time_to_transition_rem_to_nrem,0.003461205622094531,0.004853883736073131
time_to_transition_rem_to_wake,0.010843424852497525,0.014526989040037892
time_to_transition_wake_to_nrem,0.002841176020851894,0.004197330548914903
time_to_transition_wake_to_rem,0.006066513809100069,0.00730338615190289
total_arousal_sleep_time,0.009929428585718854,0.013696285066640317
total_deep_sleep_time,0.002800993221777196,0.00320924608775311
total_left_sleep_time,0.005668711205945088,0.010248335300063263
total_light_sleep_time,0.0036851704413560387,0.004963387512873449
total_non_supine_sleep_time,0.004387339177633633,0.006349852586653932
total_prone_sleep_time,0.014007999076742947,0.011315650870918867
total_rem_sleep_time,0.0044652718558523905,0.008450037897294307
total_right_sleep_time,0.004848399821336457,0.0071831561772321435
total_sleep_time,0.010207823660911691,0.013708647261644705
total_supine_sleep_time,0.004858544154931712,0.006831171731148104
total_time_in_bed,0.011102902576982371,0.010772661190484157
total_valid_apnea_central_sleep_time,0.011056627452115064,0.011681805027221688
total_valid_apnea_sleep_time,0.007765253031058771,0.011149496618096102
total_wake_time,0.005736282872992489,0.007789119357452285
total_wake_time_after_sleep_onset,0.0056564238338746575,0.007016827128035097
variability_between_sleep_stage_percents,0.002846262831318289,0.003553024705071705
