,Age & BMI,"HRV
(average of nights)"
bt__monocytes_abs,0.139582329871936,0.1083813244317836
bt__wbc,0.22491821264520734,0.1875226044007176
bt__lymphocytes_abs,0.20149214523126163,0.13370364740768936
bt__monocytes_,0.00858898289295765,
bt__neutrophils_abs,0.17060509901291254,0.1489083550932638
bt__basophils_,0.0149403515725723,
bt__lymphocytes_,0.04389485802932285,
bt__basophils_abs,0.051897757308353096,0.05329697981945185
bt__eosinophils_,0.009673353356438649,
bt__eosinophils_abs,0.0181713676760233,0.06221672094467555
bt__neutrophils_,0.011644344732109749,
bt__monocytes_%,,0.0166880070180971
bt__basophils_%,,0.048482616775637755
bt__lymphocytes_%,,0.0613742127198096
bt__eosinophils_%,,0.0381948583300871
bt__neutrophils_%,,0.0520821093082768
