,Age & BMI,"HRV
(average of nights)"
bt__monocytes_abs,0.10448639710186106,0.03907504871021175
bt__wbc,0.2421474773969028,0.19967477745537499
bt__lymphocytes_abs,0.1860793446417256,0.12855639394626167
bt__monocytes_,0.11735184158878155,
bt__neutrophils_abs,0.21587827477004035,0.20496892291021335
bt__basophils_,0.011915758420619399,
bt__lymphocytes_,0.10800654178738395,
bt__basophils_abs,0.018090414765879498,0.01829248664063015
bt__eosinophils_,-0.0079870551203275,
bt__eosinophils_abs,0.0064719678020168005,0.01074160162748365
bt__neutrophils_,0.12553096171368966,
bt__monocytes_%,,0.057780989753745904
bt__basophils_%,,0.0327822392956863
bt__lymphocytes_%,,0.10458397562846874
bt__eosinophils_%,,-0.0059251883302837
bt__neutrophils_%,,0.1328943117706073
