,bt__monocytes_abs,bt__wbc,bt__lymphocytes_abs,bt__monocytes_,bt__neutrophils_abs,bt__basophils_,bt__lymphocytes_,bt__basophils_abs,bt__eosinophils_,bt__eosinophils_abs,bt__neutrophils_
0,0.11282424474078165,0.23713575501119571,0.1861135223745606,0.11575239563725447,0.212875151327609,0.005523497049493617,0.09672434274386926,0.02375695539732457,-0.031224371359165275,0.004118015394427185,0.1153873147929182
1,0.110496752482269,0.2390288914514241,0.18690450705813064,0.09897326330208746,0.20956155782047386,0.011158425513198438,0.09997883756865364,0.029221274453004913,-0.026133598579996965,-0.017306294118889145,0.12062839365106011
2,0.1043671411213027,0.23890157495913059,0.18065502597422278,0.1217184536723054,0.22062169654480931,0.019731351954383646,0.09976493009665452,0.04760156678561024,0.011141669109006396,0.004186660918565727,0.1330741465017094
3,0.11945539861741743,0.24018715320288644,0.19563036608294918,0.1329703380002047,0.22903650945854634,0.02199228822649842,0.11235032764023806,0.0010072027974161798,-0.02610270557523719,0.020617672056052503,0.1291738705140791
4,0.10743602746661042,0.23814206963434006,0.1882782063316302,0.10315809109057415,0.2006884324738308,0.03456136241146905,0.12099732952785587,0.015210262448245348,-0.015443115699612242,0.004964241947035444,0.12203694434524268
5,0.109095049149097,0.24324437105871755,0.17995354507114145,0.11877489456970677,0.22713315755170804,0.0017888904914123128,0.10584273289822313,0.016271428587763224,-0.034553633998502975,0.020929893447347078,0.12953824305414713
6,0.11421049854007573,0.2458089719121913,0.17228276127410758,0.09926478115457611,0.19651378940010103,0.01123557419200918,0.1148970308346458,0.02826250249564069,-0.03471026793044345,-0.027097249295344555,0.13592657675293035
7,0.11503080670588982,0.24499931965471386,0.18028064398863497,0.12083780011010985,0.2052574589085009,0.009326529624316703,0.11081119998292836,0.01758600773822912,-0.004329952742733745,0.011596464908872088,0.12185727344224973
8,0.08536498871916855,0.249029389336256,0.181610936822841,0.11627607188084331,0.21357551866126745,0.008197197001688573,0.10756526568716247,0.027400761383016604,-0.002986713181259644,0.00972341306520434,0.1376312977153184
9,0.0922303359249974,0.24791019103978568,0.1915625100726538,0.11922688768090668,0.2295045821521564,0.028769149263559234,0.1155848629507631,0.01671422800493027,0.00127345352400038,0.02031865046048487,0.13345424256844202
10,0.10977279376424467,0.24141523305467255,0.180128160296414,0.12731764919727623,0.22387219456488897,0.010644707362114335,0.10266244875004098,0.021651244069599992,-0.005875907235205113,-0.006541466260162619,0.11217928910383967
11,0.10214064902388663,0.2483530954173627,0.18591363740061823,0.1120830218678067,0.22184893815950205,0.012709902812628437,0.10351823596463507,0.016023595152784714,-0.008777988186787685,0.007714113259376723,0.12547326912721918
12,0.10336985504980103,0.2395272758299867,0.19493481706080842,0.10453209051283949,0.2153184861586282,-0.0014298407593972536,0.1078250705659165,0.019035129050115344,0.009341749261579543,-0.0029785374600599717,0.133761445330518
13,0.11839399393926031,0.23752770179949667,0.20431513998816697,0.11534025616768305,0.22935213519613426,0.027001095359396137,0.12019005550886935,0.01797070592786737,-0.010495356851551172,-0.005921723617870175,0.13194284246632376
14,0.10460565308241944,0.2317675604126893,0.17906829887385525,0.11111722085568064,0.2234932530611506,0.05180557651687868,0.11272879967915872,0.014663823700318917,-0.011110449315150222,0.0004732098507200038,0.11598845660376678
15,0.1093986597060824,0.23266474575858803,0.18991509170801898,0.12978757793334628,0.21968822915539157,0.03667480535681907,0.1130723028293359,0.0030930580174727425,-0.007374868982269167,0.012244649342881744,0.12174821851470123
16,0.10341189409491935,0.25078213027064705,0.18391275939407825,0.10130159600513414,0.21286663603678954,-0.002785555069830994,0.1047199567486998,0.027292091987196298,0.0018997645706706051,0.02062307397258662,0.13248268215161985
17,0.10272565855088137,0.23638647867982543,0.1871792410851187,0.11276858262915604,0.20779322132001696,0.02093525385494924,0.0933638118983098,0.02782050407476021,-0.005984931531695806,0.010252969496348104,0.1286952636807853
18,0.10059157869942967,0.23395424791236477,0.1866996564827283,0.1154099946551313,0.20624704746505074,0.0036802436415229265,0.09617018587887952,0.03429035576768464,-0.016156280062737893,0.006242750923466281,0.1199415191639348
19,0.10040842733533605,0.24421228338222242,0.18959671703006492,0.13673663222920304,0.22038464608780597,0.02912446835899392,0.106418649675095,0.022676917080406925,0.012550752219446978,0.011372184127998045,0.12105627060732942
20,0.10375362530860657,0.2359448807910494,0.17342501561488097,0.12250813501033896,0.22237017898425757,0.0129707967631441,0.1189685876621331,0.021173825478505475,0.0010237280206920089,0.012740141696240518,0.11846269489290735
21,0.11282610746131988,0.24855204098951375,0.18328837990299127,0.11734895834995207,0.19212373355176005,0.010830891561989648,0.1325065287066163,0.0219124890852331,-0.002820347406656078,0.01597624544959983,0.1387248690603753
22,0.11376718069609551,0.2431566158430959,0.1976892321996961,0.12842159249054638,0.22390290180840952,0.015585353326088203,0.11156207910503363,0.009785149611929594,-0.003094604812703695,0.015945826278048036,0.1341152826303304
23,0.09703232266178559,0.24642392731384227,0.1823997988213334,0.11033053534445052,0.21295475422080776,0.012595942649229724,0.13062657324353266,0.019983942189990618,-0.04399477240999025,-0.002787660695194224,0.12558865430016025
24,0.11911172079358273,0.249577469136295,0.19113401673787367,0.10825473137620308,0.21529500219500733,0.025220062099112494,0.10505325462844639,0.025079859976391696,-0.022301007804523362,0.021586322293634403,0.14299125975576782
25,0.09097724145015292,0.25017004692116135,0.19868939071085254,0.12110503813870194,0.20509845604631502,-0.010935223429237898,0.10921445952139958,0.0011585747253233035,-0.021692475182015235,-0.009168236027742672,0.12841391357751428
26,0.1032166448563065,0.24247858821511808,0.19056316325519393,0.10345599308479747,0.2182231096725036,-0.006133318082386121,0.11729906436263601,0.03422560614220857,-0.002629759066844245,0.018959584890925977,0.12171916454762605
27,0.10155337589102764,0.24166487841264353,0.18386827557060514,0.10455297037975353,0.21351825691673518,0.01891581156792084,0.12346693951109647,0.02973941245579856,-0.037968620070340006,0.01834966064389453,0.14019043198227008
28,0.10391624157133182,0.24026123560519136,0.20241444012005574,0.12132827937881953,0.21555841241112508,0.015904628702749952,0.11617863857721986,0.010699628279435,-0.008599241258385987,0.02957832746907166,0.1079118779758301
29,0.11803725794060706,0.24885138780462196,0.18604516690889064,0.11788104290232251,0.20914464166996719,0.03334671058352303,0.1038030944812541,0.0012720884311398482,-0.009818019405566095,-0.004988296082050174,0.11851326886780562
30,0.10295793367794129,0.2460471166816176,0.18662966867652442,0.12540241365114504,0.22315461993929556,0.017862078542104542,0.10882188453089205,0.016769379139563174,0.017727297152787664,0.02806213023418322,0.11983000795258986
31,0.1239692380831293,0.24080516008823588,0.1871672936259314,0.1193200518961528,0.22146953085395887,0.004162570373579556,0.10560638657647567,0.007002572966422352,-0.02641172764033939,-0.002025014958911265,0.1254336921265681
32,0.1182960193803746,0.25856980063706714,0.18822576548783213,0.11274901318720357,0.2127430485474291,0.0018786691987237552,0.11957680814806644,0.00801479875333097,-0.01321131319487579,0.03292556069417634,0.11293428661646451
33,0.09778154703848065,0.2392981083461066,0.18452364785242714,0.11359528615173037,0.21619813712895578,0.019267338100129025,0.10023205213882944,0.01328389102080319,-0.011227523240212051,0.00671623202199588,0.12663874624839236
34,0.11397233797967,0.23729213549660522,0.18138079516981404,0.12056129485874481,0.22014512649354964,0.015161887476250474,0.09859777832137921,0.028023147844229716,-0.02504956630843885,0.02156062535314062,0.10742869082689846
35,0.11537475756621253,0.23874476528396707,0.18240090538753084,0.12329345722464667,0.2182580721806749,0.02116214217928899,0.1034061582086744,0.028221742627834914,-0.0047353248782985025,-0.005948702446072064,0.1221173476117862
36,0.12204910698681594,0.24313102349331014,0.18021694761174928,0.121931099269269,0.21776452710267297,-0.0034007969802635728,0.1012145724325001,0.010616157420645944,-0.009343848826234317,0.011970483357646182,0.12929274145539643
37,0.10901041138394009,0.24952510350140447,0.19337023789190605,0.11367875025627874,0.22340020416806558,0.003873264875113739,0.09681633817105179,-0.004211345277924913,-0.008883297855130147,-0.003308397899222759,0.12576404390342913
38,0.09033498769196933,0.22810870817462234,0.17810795544358246,0.1129291331855098,0.21306065484006934,0.02006848665464126,0.10791481677368814,0.02098915797053929,-0.028985883711599207,0.005240934449784535,0.11189118288546775
39,0.09065786948899743,0.2464122615127762,0.1920722046866165,0.12967984848010553,0.2097561396981723,0.00034682622388027527,0.11956808059141479,-0.00398610838709245,0.0037820021110232973,0.017652060407303497,0.12719723922360518
40,0.10054329740752004,0.23615120520318097,0.18131304786990637,0.12624200863176116,0.22105647191649636,0.004254569609154864,0.0967243820358575,0.01821012360389171,0.0079675042813563,0.0054894289189837955,0.12285956801787594
41,0.1242301661776107,0.23785911214187935,0.1847336882100128,0.11735472482761113,0.19432721827855545,0.024907594651723805,0.1080982668010798,0.011493834632709823,0.004176559661779511,-0.010791588134180408,0.11828742591957753
42,0.0993023656667523,0.2487118009433217,0.1962538602327285,0.10882297975567853,0.21968630792144025,0.018352531032898266,0.11916728696465563,0.007291298127548141,0.0005208106635886887,-0.0007659939671874563,0.129386428042508
43,0.09646029067671139,0.2459279748882119,0.18517791376058962,0.12007817885353339,0.21539589183868713,0.0005162385506998065,0.12070697546306342,0.007868907966809897,-0.013877116525762966,-0.0027502731196897352,0.11448945864694335
44,0.11154422449720398,0.251487246827427,0.17209574464597596,0.10552805929374645,0.20378368262313748,0.010330017307105071,0.1191925330938149,0.01090715116516706,0.0012142389442421153,-0.010676800826920477,0.11749451660250693
45,0.11852661743890645,0.2437019283923896,0.17981256847468685,0.11932007990633668,0.22240632661708112,0.006828885630810872,0.1001776102662786,0.0335881170483972,0.011912425506461474,-0.0021200359636752418,0.1308185616175038
46,0.10322245154979522,0.23659355648949737,0.183442864918057,0.12226628995222635,0.22510953778416798,-0.0028821951441064387,0.09072733990486806,0.03050213461743481,-0.006471240205439223,0.008518753122941307,0.12582746470260278
47,0.1194419533032048,0.24370128494853266,0.18852639487086703,0.12722947461727832,0.21536909855522143,0.009726419241378565,0.10977963485575999,0.019515768187969396,0.005930308147128485,0.0003388113901460102,0.12860505034383113
