,bt__monocytes_abs,bt__wbc,bt__lymphocytes_abs,bt__monocytes_%,bt__neutrophils_abs,bt__basophils_%,bt__lymphocytes_%,bt__basophils_abs,bt__eosinophils_%,bt__eosinophils_abs,bt__neutrophils_%
0,0.130163483340033,0.17541232328058762,0.14242776197146967,0.022812457046642826,0.16247010780602705,0.040470779337095836,0.05122476557055511,0.08522497554766324,0.03434606281056554,0.060527408730828534,0.046991234128574214
1,0.08447354518250816,0.20166500023845804,0.13515280380901984,-0.001726095001775592,0.1495214793026777,0.038386435600288024,0.04888246998034712,0.04396525806698008,0.05805040149488369,0.05275291939592961,0.04909104900334977
2,0.11841579272638889,0.18507778145330434,0.11285360442092598,0.007126016304065607,0.14758633765253007,0.05210925921757501,0.047626865103572405,0.04866241938587109,0.0382017947194603,0.049095763125682,0.04907069304037261
3,0.13825412846605534,0.18858914185938364,0.1327536232825465,0.002193391679942288,0.15014484882850462,0.04694399299326575,0.02667120030364824,0.07084729217200496,0.04388714812450548,0.06254238036892572,0.07324299877913559
4,0.11137718912625531,0.1865186003495431,0.1574003513624583,0.025805614539170213,0.14912812731947508,0.05177777216876967,0.05898384431139516,0.05286937034056168,0.04177537023775712,0.047147569632216106,0.03968762148274791
5,0.10464545213327672,0.17131941130714126,0.14964554798507168,0.0065474121888927,0.14925052285013354,0.041440037003344136,0.05552317769704786,0.04333609763328502,0.03712918961713731,0.07056499066519976,0.05698388339361063
6,0.12408323728529934,0.20103345808105413,0.13523639831651094,-0.005747679851210729,0.14252838519476668,0.07065256862275383,0.08469112240008675,0.06337304213208744,0.027268784788102317,0.07963596001521865,0.059657024078764186
7,0.1152660195760635,0.1786975645500721,0.15399559739203864,-0.0008417509764225961,0.1452630849450369,0.0409686606894665,0.05670109408515403,0.06341466810925363,0.013960751738466922,0.08376259042082619,0.03897781686972754
8,0.13144878801232512,0.1882336352010951,0.1253247726952906,0.024504535612988612,0.1560143000396984,0.05270578536845947,0.06523371529477368,0.04217034127031055,0.066689283511803,0.08068881971120352,0.05712911238477516
9,0.12431687021694977,0.18711769252330648,0.12608046151807642,0.0052595936676108086,0.14583687522626385,0.062372777662773514,0.04938033307636351,0.06456899087520217,0.03390592433333166,0.05192703438132798,0.040294936919606554
10,0.11902219921401999,0.18641929108064714,0.13532682199797158,0.0132428366288116,0.15075384059824581,0.04625288627985825,0.06011511055464373,0.03663395594114755,0.05456797361328538,0.06802804230787987,0.06087483530848739
11,0.08762203219816651,0.1939721627156826,0.12072733724166505,0.004733914334163353,0.17339113421386615,0.07719405730445296,0.06806119569361664,0.0587784821227685,0.03269933183019385,0.06598008567533116,0.04695793357362209
12,0.09850985212732769,0.18998110019370895,0.11566878964083688,0.030338836728860955,0.15490941427244126,0.06438033363885487,0.06264685608527427,0.05041425421078815,0.03258511395085725,0.06677925082346815,0.06769321643850092
13,0.11249894158736908,0.20737130659348785,0.14580179661011086,0.04208490478920547,0.10979236475722359,0.07043471390496508,0.06034065922921243,0.044199889092777986,0.022390065860422182,0.06226421816877481,0.04021963875312017
14,0.0966935556080734,0.20055256952407763,0.13010381028378348,0.023858096177218204,0.15757694970810357,0.0441125133556699,0.05692802100629389,0.06099904832825703,0.02388786498887431,0.06105596089332803,0.04718090321329442
15,0.1204774880738421,0.19037893976923012,0.11681658629266926,0.028242102639492724,0.12350997495945476,0.04970769077212226,0.05041138902793191,0.06650847990753436,0.03487213091804408,0.07263131582026319,0.05625457354947211
16,0.0964066993159324,0.1672680481637147,0.13463783328629825,-0.013865430127577114,0.12523292946027811,0.05992730603960185,0.08330557488877997,0.06209968370084559,0.03448254867765085,0.040020952919979064,0.03906678804433509
17,0.1174442243669354,0.18496331391795004,0.13215560234099444,0.02253967289205838,0.1675568765607112,0.05400474146707485,0.07924598706933263,0.044221677633798286,0.029056328088209214,0.04928473017841353,0.03253154639102245
18,0.1129943147204743,0.1891533126060563,0.11741181703394919,-0.0001410484938289412,0.15271617902668097,0.04771359398968492,0.06351701975467307,0.047790808791185746,0.04396682031193297,0.05079160138008948,0.028825830712602248
19,0.10512839530767962,0.1788846340599745,0.13205296316993692,0.014503608652794257,0.15464428956185056,0.04605613628176985,0.0617556922418374,0.05603058343362928,0.04566184910339589,0.06114007634795946,0.03610802487226285
20,0.1042804679194108,0.19142286311025858,0.1490513812202178,0.0300043469219085,0.17569388089028226,0.05819551223575914,0.07755323868888556,0.05507069456992286,0.02557542455510564,0.056164008344426045,0.05269123159908233
21,0.12549201418241113,0.1723893051577759,0.1370991063128123,0.0075593599730613935,0.1358822215772136,0.033887791674954405,0.07506100133652369,0.05913691574003228,0.049619335365151264,0.06258629520062049,0.06682853812424971
22,0.09731329751108989,0.20804648065407705,0.1228902648367435,0.00484560796274062,0.13980629199706185,0.040792902352390414,0.06099273319778187,0.05378117757309449,0.03967941601216471,0.05400493801357779,0.03635410267938351
23,0.07994434748456954,0.1746601637828289,0.14285690238029108,0.010753437677944625,0.13743702308508934,0.0396496559675343,0.04732870769247174,0.04450334392418325,0.043448704353780246,0.032279002013807546,0.041620283290006305
24,0.12308832886984204,0.17709658768257586,0.12829289137578986,0.008227744870316505,0.16307462609065876,0.06799891461753806,0.055999654408609816,0.046291492360665466,0.04615366542599217,0.07764244920026933,0.06022800815194442
25,0.06743979849603968,0.2000994781739262,0.12440242681816052,0.026216525661735626,0.1688664043186403,0.047829450210425485,0.08249096066862902,0.05532333424698454,0.04704093932947977,0.0472704824873555,0.048349773811268065
26,0.11813427217172304,0.18704314744449355,0.15052679597585295,0.009500312422736239,0.1416627789252962,0.04868018762054839,0.06324909116498147,0.04059719416277805,0.057187845696718156,0.07212168466070656,0.06069511653601643
27,0.09989438351823632,0.19484133421113575,0.1419647648750787,0.0270688405283936,0.14397332238805205,0.026807361646513317,0.047486779898476356,0.05372458929834214,0.02576300733408263,0.0743904240870502,0.061775040393917124
28,0.10337791109420875,0.19045077417588507,0.13276946152908056,0.0404447719956433,0.14121421189813593,0.03478258378572706,0.06841869320565881,0.06973264569537742,0.04899817279259708,0.07805472813828938,0.044774430964136316
29,0.10035202355143577,0.18126763241320462,0.14330584868871726,0.0338926706044804,0.15427814095984252,0.04828504593072724,0.0687684034061915,0.04508819631418182,0.03539411575496308,0.0796122200892878,0.04510195352295871
30,0.1028933541777254,0.20240492210760738,0.1619542970979624,0.03867236020485193,0.1401053260614901,0.05530729973670158,0.06665864403403367,0.03899408841526646,0.042473030265391294,0.04937075220484275,0.06197847365851505
31,0.10949189801120678,0.1987574531734177,0.12259264528930076,0.007165333664231773,0.15321794929782154,0.05519797375609766,0.06644727621630715,0.051053478400955705,0.05288015530984254,0.05013604542663623,0.07583969718885529
32,0.09733084520107216,0.19251762393451582,0.16637067042816614,0.03832258553057947,0.1434190522212773,0.05579663647469798,0.052602896565917885,0.03465101350943107,0.05509287884513729,0.0772733537667123,0.04598757029362279
