,Age & BMI,"HRV
(measured during sleep)"
total_scan_sat_area,0.7883087982368756,0.7951852753394156
total_scan_sat_mass,0.7786437850626791,0.7849610655632628
total_scan_sat_volume,0.7786440988153338,0.7849630553170893
total_scan_vat_area,0.7835014892475483,0.8024691661341845
total_scan_vat_mass,0.7718238283306407,0.7908167715822535
total_scan_vat_volume,0.7718238337183384,0.7908255825189605
body_comp_leg_left_fat_free_mass,0.6130730908483517,0.6390450808826534
body_comp_trunk_fat_free_mass,0.4911902657995266,0.5352735301462659
body_comp_total_right_tissue_mass,0.8690284021085287,0.8694367030777178
body_comp_gynoid_total_mass,0.7980832766773533,0.8016030866164052
body_comp_trunk_left_bone_mass,0.48932094632030954,0.5000930622565254
body_comp_leg_right_lean_mass,0.6326468363763933,0.6532226884393235
body_comp_android_tissue_mass,0.8720190220147345,0.8738942719383533
body_comp_trunk_lean_mass,0.48220513034725077,0.5275641624378647
body_comp_total_lean_mass,0.5856793548838135,0.6169486277342076
body_comp_trunk_right_fat_mass,0.8567646801375186,0.8682209510271768
body_comp_arms_lean_mass,0.421932389465199,0.4445754363983772
body_comp_legs_total_mass,0.7842364780364983,0.7868145216835378
body_comp_total_right_fat_mass,0.8636012721950004,0.8735496991721545
body_comp_arms_fat_free_mass,0.41057329151688726,0.4351940584349381
body_comp_trunk_tissue_mass,0.8668246130936976,0.8674943282792129
body_comp_android_bone_mass,0.2272803468192087,0.22599268672401054
body_comp_total_total_mass,0.8659097678560624,0.8662019558743075
body_comp_leg_right_bone_mass,0.2178215012986917,0.3072439388255702
body_comp_arms_diff_total_mass,0.0839873833527653,0.04568279053450955
body_comp_arm_right_tissue_mass,0.6307594314159295,0.6296598360138963
body_comp_leg_left_total_mass,0.776805195733917,0.7793463418205762
body_comp_legs_bone_mass,0.22158798072885755,0.31201732530443155
body_comp_total_diff_total_mass,-0.0033923706686696496,0.007853798413444
body_comp_arm_right_total_mass,0.6180604329168378,0.6170291740127063
body_comp_total_diff_bone_mass,0.09154734626236855,0.0905144439565719
body_comp_arms_diff_bone_mass,0.07245982274873461,-0.024565304302906252
body_comp_trunk_diff_lean_mass,0.030038839305129503,-0.03445011657381205
body_comp_arm_left_fat_mass,0.7509474415645774,0.7564068715939072
body_comp_trunk_left_fat_mass,0.8573433347783215,0.8691486917172258
body_comp_leg_left_lean_mass,0.6256852262684014,0.6495531897524496
body_comp_leg_left_tissue_mass,0.7856103735525568,0.7874301469255407
body_comp_trunk_right_fat_free_mass,0.49088299302252764,0.5296371532197246
body_comp_arms_bone_mass,0.10162434056881,0.1792548119131534
body_comp_arm_right_fat_mass,0.7557885163983888,0.7618610724757158
body_comp_trunk_fat_mass,0.8596885816847529,0.8714695201092704
body_comp_arms_diff_fat_free_mass,0.11936249613773185,0.10446878151133265
body_comp_arms_tissue_mass,0.6508853194232427,0.6510160313564459
body_comp_total_left_fat_mass,0.8640451609656734,0.874071353012406
body_comp_legs_tissue_mass,0.7931712789424882,0.7951487356920508
body_comp_android_fat_free_mass,0.5391753877201766,0.5606584784276372
body_comp_total_fat_mass,0.865254481235155,0.8753531100174458
body_comp_trunk_diff_tissue_mass,0.08649773912475164,0.05323926506660935
body_comp_total_tissue_mass,0.8714731056889169,0.8716682003724084
body_comp_total_left_bone_mass,0.2848030065839928,0.3397860253229511
body_comp_legs_diff_lean_mass,0.040718098791780954,-0.03927948805616635
body_comp_trunk_right_tissue_mass,0.858304269516047,0.8585475214463445
body_comp_arm_left_total_mass,0.622261119678774,0.6203931002352729
body_comp_leg_right_fat_mass,0.7477926430564452,0.7541066671147436
body_comp_total_diff_lean_mass,0.04220777241028455,0.0019852963689365
body_comp_arms_fat_mass,0.7643063900544691,0.7701129420947908
body_comp_total_diff_tissue_mass,-0.033845228283210904,-0.0007820614492702499
body_comp_trunk_diff_total_mass,0.08328621711987795,0.050595061961360946
body_comp_trunk_left_total_mass,0.8561401732667692,0.856863741707007
body_comp_total_diff_fat_free_mass,0.0499514667905118,0.020136808152278453
body_comp_gynoid_fat_mass,0.7862355977539699,0.7936528688156455
body_comp_leg_left_fat_mass,0.746399273586373,0.752159466931883
body_comp_total_right_lean_mass,0.5901114694493296,0.6215163282661639
body_comp_arms_diff_fat_mass,0.04696447438633995,0.016336909421450302
body_comp_total_right_bone_mass,0.336684172894661,0.3744556069686335
body_comp_arm_right_bone_mass,0.0858709072983193,0.1669038440225017
body_comp_total_right_fat_free_mass,0.5845885017746878,0.6166557095321854
body_comp_arm_left_fat_free_mass,0.41258014955958705,0.43180044478903656
body_comp_android_total_mass,0.8714318331696722,0.8732367602524589
body_comp_arm_right_fat_free_mass,0.3828436538778001,0.4077859948343283
body_comp_arm_left_tissue_mass,0.6343470285484943,0.6323029118362522
body_comp_total_diff_fat_mass,0.08415092989982055,0.06248845408610369
