,Age & BMI,"HRV
(average of nights)"
total_scan_sat_area,0.00013361024306465227,0.00022855754874998485
total_scan_sat_mass,0.0001596607450751836,0.00022514627870405106
total_scan_sat_volume,0.00015966026756647283,0.000229119996233454
total_scan_vat_area,0.00025048049993543347,0.0007080520749495174
total_scan_vat_mass,0.0002663374203966727,0.0009215069076545807
total_scan_vat_volume,0.00026626281446572145,0.0009505676271305356
body_comp_leg_left_fat_free_mass,0.0007180290334705149,0.0010829700696973973
body_comp_trunk_fat_free_mass,0.0008662001836890895,0.001250231483905495
body_comp_total_right_tissue_mass,0.00010145355590751486,0.00015996453967825658
body_comp_gynoid_total_mass,0.00020718531188692804,0.0005130627850253245
body_comp_trunk_left_bone_mass,0.0007196141744076504,0.0018690629305608399
body_comp_leg_right_lean_mass,0.0006008678095684075,0.0009548362006915572
body_comp_android_tissue_mass,0.0001525866804199398,0.0002681254547377131
body_comp_trunk_lean_mass,0.0008866773608268869,0.0012577876771009055
body_comp_total_lean_mass,0.0006696212883031552,0.0011225112036485259
body_comp_trunk_right_fat_mass,0.00012880479223125293,0.0001667534143815623
body_comp_arms_lean_mass,0.0008439943368605791,0.0013159481320652068
body_comp_legs_total_mass,0.00025600015841454184,0.0003416779480683755
body_comp_total_right_fat_mass,7.611957245001736e-05,0.000128450145885461
body_comp_arms_fat_free_mass,0.0008735247183990411,0.0013937388447406091
body_comp_trunk_tissue_mass,0.0001268735660102308,0.00020896241288620966
body_comp_android_bone_mass,0.0019934028555255914,0.0030292227342272712
body_comp_total_total_mass,0.00010081042429132423,0.00021017781220835553
body_comp_leg_right_bone_mass,0.0014815879672958245,0.0030585609333921814
body_comp_arms_diff_total_mass,0.016786629537430858,0.013833978808474383
body_comp_arm_right_tissue_mass,0.00031505105553233514,0.0004464840024128079
body_comp_leg_left_total_mass,0.00030202743714991264,0.00029480579487130244
body_comp_legs_bone_mass,0.0014835119001097344,0.003778815022029369
body_comp_total_diff_total_mass,0.005993334887328306,0.011443964352082473
body_comp_arm_right_total_mass,0.0003233487289240044,0.00046590079314946423
body_comp_total_diff_bone_mass,0.0042910934663635165,0.007669169657493192
body_comp_arms_diff_bone_mass,0.012252666639757359,0.01225266663975737
body_comp_trunk_diff_lean_mass,0.009356173046670415,0.01000322801327565
body_comp_arm_left_fat_mass,0.00020203166052423313,0.00025800695802620987
body_comp_trunk_left_fat_mass,0.00011713979793281024,0.00015383785338973958
body_comp_leg_left_lean_mass,0.0007027516753724515,0.0010408448329909524
body_comp_leg_left_tissue_mass,0.00029193034268312225,0.0002884024875381909
body_comp_trunk_right_fat_free_mass,0.0009101475882629659,0.00228379991196338
body_comp_arms_bone_mass,0.0018662778571202731,0.00344807202315922
body_comp_arm_right_fat_mass,0.0002152146500216216,0.00027921617751672223
body_comp_trunk_fat_mass,0.00011685707416781998,0.00018465809856741877
body_comp_arms_diff_fat_free_mass,0.008133160223052972,0.012606080539438281
body_comp_arms_tissue_mass,0.00035772101968413797,0.0005259823830226644
body_comp_total_left_fat_mass,7.683876592806432e-05,0.00013684829425613103
body_comp_legs_tissue_mass,0.00024661177281153703,0.00032923415391640845
body_comp_android_fat_free_mass,0.0007053710254851974,0.00119647540163878
body_comp_total_fat_mass,7.706922194288515e-05,0.00017469221096392794
body_comp_trunk_diff_tissue_mass,0.007754224131304992,0.013053584912989611
body_comp_total_tissue_mass,9.625659901502231e-05,0.0001975556578454553
body_comp_total_left_bone_mass,0.001065031791874949,0.0018975250981198015
body_comp_legs_diff_lean_mass,0.014468711832649535,0.017484358663022947
body_comp_trunk_right_tissue_mass,0.00016031665434553067,0.00019737999911682556
body_comp_arm_left_total_mass,0.0004102518408331515,0.000593649142916065
body_comp_leg_right_fat_mass,0.00020618820050776683,0.0006473140423877751
body_comp_total_diff_lean_mass,0.005102160334430078,0.009497683990050519
body_comp_arms_fat_mass,0.0002353769484761524,0.0003050317565030205
body_comp_total_diff_tissue_mass,0.006203157968296981,0.011636041386525
body_comp_trunk_diff_total_mass,0.007548380719213148,0.012458110508205866
body_comp_trunk_left_total_mass,0.00015566496454873628,0.00020167614106377153
body_comp_total_diff_fat_free_mass,0.004829535595019546,0.009712301025220135
body_comp_gynoid_fat_mass,0.00015848476824559048,0.0004489407309006556
body_comp_leg_left_fat_mass,0.00024373340440675553,0.0005839109857547438
body_comp_total_right_lean_mass,0.000671060045893378,0.0008092305057136543
body_comp_arms_diff_fat_mass,0.01165162374696549,0.01165162374696549
body_comp_total_right_bone_mass,0.0010657945915805264,0.0020598517147530043
body_comp_arm_right_bone_mass,0.0018394211273736639,0.002731648005413574
body_comp_total_right_fat_free_mass,0.0006717832400826776,0.0008338892848875176
body_comp_arm_left_fat_free_mass,0.0007499366691901705,0.001530536081671466
body_comp_android_total_mass,0.0001538400695712081,0.00026973484747598754
body_comp_arm_right_fat_free_mass,0.0008995937718627644,0.0014483276631594767
body_comp_arm_left_tissue_mass,0.00039704958357157676,0.0005674247704853722
body_comp_total_diff_fat_mass,0.004814867641029655,0.008783076785709651
body_comp_arm_left_bone_mass,0.002190595330519845,0.0035697938544588543
body_comp_trunk_left_lean_mass,0.0009022426346184258,0.0021040274195174434
body_comp_trunk_right_total_mass,0.00016331482531739826,0.00019944886146559847
body_comp_arms_diff_lean_mass,0.007460863353691408,0.010787546393759716
body_comp_arm_right_lean_mass,0.0008726163472680095,0.0013763530451562569
body_comp_gynoid_lean_mass,0.0007849294183919427,0.000975833568977717
body_comp_trunk_diff_fat_free_mass,0.009117468815197765,0.009983525722342405
body_comp_android_fat_mass,0.00014007605331844443,0.00020452834527044057
body_comp_total_fat_free_mass,0.000670870644672477,0.001183807234630668
body_comp_trunk_left_fat_free_mass,0.0008799047752250032,0.002160598805907471
body_comp_legs_diff_fat_mass,0.012091944155976373,0.012615296853896828
body_comp_leg_right_total_mass,0.00022617554546579486,0.00023991262250739486
body_comp_legs_lean_mass,0.0006409907284063521,0.0012361957150730783
body_comp_trunk_total_mass,0.0001426817733966085,0.00021608847389199145
body_comp_gynoid_tissue_mass,0.00020400672608460752,0.0005052209198485449
body_comp_leg_right_tissue_mass,0.00021835252957827503,0.00023511245463890513
body_comp_android_lean_mass,0.0007011076892027961,0.0011746079849154214
body_comp_total_left_tissue_mass,9.766093095379785e-05,0.0001650772321251944
body_comp_trunk_bone_mass,0.000777303601272515,0.002190721434681446
body_comp_gynoid_fat_free_mass,0.0007798675568379808,0.0009928074519305102
body_comp_arms_diff_tissue_mass,0.01673527525696901,0.013847612058221445
body_comp_arm_left_lean_mass,0.0007105377867866603,0.0014539921006167691
body_comp_total_left_total_mass,0.00010218691872612568,0.00017557065928991102
body_comp_trunk_right_bone_mass,0.000861474471442832,0.0016998229989253104
body_comp_trunk_left_tissue_mass,0.00014350964567594419,0.00019902023016331126
body_comp_total_left_lean_mass,0.00068955516818351,0.0009829793889535763
body_comp_legs_diff_fat_free_mass,0.014460262185760932,0.017140800858810555
body_comp_legs_fat_free_mass,0.000655716565311786,0.0007488542018516634
body_comp_total_bone_mass,0.000986982179216101,0.0025419620816064456
body_comp_total_left_fat_free_mass,0.0006943396769280172,0.0010315615125954037
body_comp_leg_left_bone_mass,0.00155052875136895,0.0032523791133531226
body_comp_gynoid_bone_mass,0.0009042336614008377,0.0016712480952602439
body_comp_trunk_right_lean_mass,0.0009299003578438696,0.0022441341193684414
body_comp_total_right_total_mass,0.00010630544088560522,0.00017086328655182607
body_comp_leg_right_fat_free_mass,0.00061437646770123,0.0010050521276925301
body_comp_arms_total_mass,0.0003680613802855351,0.0005484729826187026
body_comp_legs_fat_mass,0.00021883203581047833,0.0003291797318268378
body_comp_trunk_diff_fat_mass,0.002734564118147836,0.005246071543423786
body_comp_legs_diff_total_mass,0.011546890961391408,0.013046566593953203
body_comp_trunk_diff_bone_mass,0.005584562056997919,0.014093136140105607
body_comp_legs_diff_bone_mass,0.012912790458935935,0.012934687976500249
body_comp_legs_diff_tissue_mass,0.011480581379447836,0.013020038257374616
bmi,4.182210551013158e-08,4.182210552948034e-08
waist,0.0001757593396990484,0.00036574564865323123
height,0.002508481594824745,0.004429828120464358
weight,0.00010511054938488523,0.0001730335937784119
hips,0.00015277754673129854,0.00022543645758746635
