,"Age, BMI & VAT","Sleep Quality
(average of nights)"
UNMAPPED,True,True
UNINTEGRATED,True,True
1CMET2PWYfolatetransformationsIIIEcoli,True,True
ALLANTOINDEGPWYsuperpathwayofallantoindegradationinyeast,True,True
ANAEROFRUCATPWYhomolacticfermentation,True,True
ANAGLYCOLYSISPWYglycolysisIIIfromglucose,True,True
ARGPOLYAMINESYNsuperpathwayofarginineandpolyaminebiosynthesis,True,True
ARGININESYN4PWYLornithinebiosynthesisII,True,True
ARGSYNPWYLargininebiosynthesisIviaLornithine,True,True
ARGSYNBSUBPWYLargininebiosynthesisIIacetylcycle,True,True
AROPWYchorismatebiosynthesisI,True,True
ASPASNPWYsuperpathwayofLaspartateandLasparaginebiosynthesis,True,True
ASTPWYLargininedegradationIIASTpathway,True,True
BIOTINBIOSYNTHESISPWYbiotinbiosynthesisI,True,True
BRANCHEDCHAINAASYNPWYsuperpathwayofbranchedchainaminoacidbiosynthesis,True,True
CALVINPWYCalvinBensonBasshamcycle,True,True
CENTFERMPWYpyruvatefermentationtobutanoate,True,True
CITRULBIOPWYLcitrullinebiosynthesis,True,True
COAPWY1superpathwayofcoenzymeAbiosynthesisIIImammals,True,True
COAPWYcoenzymeAbiosynthesisIprokaryotic,True,True
COBALSYNPWYsuperpathwayofadenosylcobalaminsalvagefromcobinamideI,True,True
COLANSYNPWYcolanicacidbuildingblocksbiosynthesis,True,True
COMPLETEAROPWYsuperpathwayofaromaticaminoacidbiosynthesis,True,True
CRNFORCATPWYcreatininedegradationI,True,True
DAPLYSINESYNPWYLlysinebiosynthesisI,True,True
DARABCATK12PWYDarabinosedegradationI,True,True
DENOVOPURINE2PWYsuperpathwayofpurinenucleotidesdenovobiosynthesisII,True,True
DTDPRHAMSYNPWYdTDPbetaLrhamnosebiosynthesis,True,True
ECASYNPWYenterobacterialcommonantigenbiosynthesis,True,True
FAOPWYfattyacidbetaoxidationIgeneric,True,True
FASYNELONGPWYfattyacidelongationsaturated,True,True
FASYNINITIALPWYsuperpathwayoffattyacidbiosynthesisinitiationEcoli,True,True
FERMENTATIONPWYmixedacidfermentation,True,True
FOLSYNPWYsuperpathwayoftetrahydrofolatebiosynthesisandsalvage,True,True
FUCRHAMCATPWYsuperpathwayoffucoseandrhamnosedegradation,True,True
FUCCATPWYfucosedegradation,True,True
GALACTGLUCUROCATPWYsuperpathwayofhexuronideandhexuronatedegradation,True,True
GALACTARDEGPWYDgalactaratedegradationI,True,True
GALACTITOLCATPWYgalactitoldegradation,True,True
