,"Age, BMI & VAT",Bone Density
time_to_transition_nrem_to_rem,0.02345530468248775,0.056696283611983506
rem_latency,0.027309330816433,0.05438133786683625
number_of_transitions_wake_to_rem,0.01745948540561555,0.0337809320206201
sleep_latency,0.0247042060425162,0.04010052310310305
number_of_transitions_rem_to_wake,0.0251976361062776,0.03740550675167145
total_valid_apnea_central_sleep_time,0.0549655194834748,0.0660712997993072
