,"Age, BMI & VAT","Sleep Quality
(average of nights)"
body_comp_arm_right_bone_mass,0.27438264584908967,0.28485301509410865
body_comp_trunk_left_lean_mass,0.46012862078927613,0.46742627982389157
body_comp_trunk_left_fat_free_mass,0.4659354810100048,0.4730196486802912
body_comp_trunk_lean_mass,0.48382677495216797,0.4878067251447774
body_comp_android_lean_mass,0.5251959172581318,0.529008089166367
body_comp_trunk_fat_free_mass,0.49044569073532884,0.4941414500088091
body_comp_android_fat_free_mass,0.5258970597760684,0.5295515218003475
height,0.18524143237327273,0.18794316797980076
body_comp_trunk_left_bone_mass,0.46397458022709076,0.4666438851233366
body_comp_arm_right_total_mass,0.7334498796894113,0.7355892932666241
body_comp_arm_right_tissue_mass,0.7414336006335464,0.7434398575106611
body_comp_trunk_bone_mass,0.4941719101050561,0.49549529070621035
body_comp_arms_lean_mass,0.4940792150128194,0.4949337728592536
body_comp_total_lean_mass,0.5936982166942222,0.5945192461040176
body_comp_arms_fat_free_mass,0.4834142555170911,0.48417637635681154
body_comp_total_fat_free_mass,0.5891950867238749,0.5899347686929869
body_comp_arm_right_fat_mass,0.8161614634365262,0.8166502030012884
body_comp_total_fat_mass,0.9274035713081841,0.9277663771087603
body_comp_gynoid_fat_mass,0.8285976881334396,0.8289183464368859
body_comp_total_right_fat_mass,0.9252787348560692,0.925518190127937
body_comp_total_left_fat_mass,0.9264889004849148,0.926685222102172
hips,0.8329932027408837,0.8331574787731302
