,"Age, BMI & VAT","Sleep Quality
(average of nights)"
body_comp_arms_diff_fat_free_mass,0.10931531462737945,0.1304463826632091
body_comp_arms_diff_lean_mass,0.1073443901605797,0.1266720871638708
body_comp_arms_diff_total_mass,0.07757066308727575,0.09663582019817515
body_comp_arms_diff_tissue_mass,0.07767353483141526,0.09611175911546846
body_comp_leg_right_bone_mass,0.2729897641329234,0.2859790039216191
body_comp_leg_left_bone_mass,0.27444929294495063,0.2868678350175996
body_comp_arms_bone_mass,0.2430114724165648,0.25425254359663896
body_comp_legs_bone_mass,0.2757366363824606,0.28679589343218737
body_comp_arm_left_bone_mass,0.2366362266184026,0.2452763674322626
body_comp_arm_left_lean_mass,0.47583252407785237,0.47878134642592596
body_comp_arm_left_fat_free_mass,0.4671044063793801,0.46992282519123635
body_comp_arm_right_fat_mass,0.7585849683365582,0.7611987983938933
body_comp_total_bone_mass,0.3519621995030655,0.35439433458224456
body_comp_arms_fat_mass,0.7665029616932134,0.7689193938534652
body_comp_leg_right_fat_free_mass,0.6365533991418293,0.6389202138089279
body_comp_arm_left_fat_mass,0.7508308940529961,0.7531510523195045
body_comp_arms_lean_mass,0.4810352817689575,0.48334366019654024
body_comp_arms_fat_free_mass,0.472271941033419,0.474510731365431
body_comp_leg_right_lean_mass,0.6480870410383927,0.6502206178009455
body_comp_arm_right_fat_free_mass,0.44738486092112173,0.4488329189185057
body_comp_arm_right_lean_mass,0.4553661711691299,0.45666423437710035
body_comp_legs_fat_free_mass,0.6391374697622803,0.6404195916614772
body_comp_arm_left_total_mass,0.6202167168689184,0.6214796090067183
body_comp_arm_right_total_mass,0.6157675430195143,0.6169434276473174
body_comp_arm_left_tissue_mass,0.6313563576232184,0.6324419645398797
body_comp_arms_total_mass,0.6372547661511936,0.6379767015986464
body_comp_arms_tissue_mass,0.6487977386856882,0.6494821604044642
body_comp_legs_fat_mass,0.7465914167794929,0.7471517775689971
total_scan_sat_area,0.7901437685030855,0.7904218751826442
body_comp_total_right_fat_mass,0.9019301492960495,0.9020225528034513
