,"Age, BMI & VAT","Sleep Quality
(average of nights)"
fBin__100,-0.0341543753968951,-0.0341543753968951
fBin__102,0.10255253764866759,0.10255253764866765
fBin__103,-0.0388991178941064,-0.0388991178941064
fBin__104,0.08102410465502216,0.08102410465502216
fBin__108,-0.031139004451435748,-0.03113900445143575
fBin__121,-0.0260438559242157,-0.0260438559242158
fBin__14,-0.0346666791710209,-0.0346666791710209
fBin__145,-0.0362043139963467,-0.0362043139963467
fBin__149,-0.0339550552971991,-0.03156451245818365
fBin__159,-0.037179269142288904,-0.037179269142288904
fBin__17,-0.0359693107381616,-0.0359693107381616
fBin__181,-0.03437365683258495,-0.03437365683258495
fBin__187,-0.03502877412782225,-0.03502877412782225
fBin__188,-0.03175122754355845,-0.0317512275435585
fBin__205,-0.035362654795094345,-0.035362654795094345
fBin__217,-0.0352227320113548,-0.0352227320113548
fBin__219,-0.0321370955079942,-0.0321370955079942
fBin__223,-0.0361654591233776,-0.0361654591233775
fBin__224,-0.0381536335207457,-0.0381536335207457
fBin__247,-0.032238849512031806,-0.032238849512031695
fBin__249,-0.03252138510606585,-0.03252138510606585
fBin__257,0.19346734305097274,0.19346734305097296
fBin__262,0.13656268074415015,0.13538779178299756
fBin__263,0.1581378990193092,0.1581378990193092
fBin__27,-0.0346139333931631,-0.0346139333931631
fBin__270,0.14134708579920652,0.14134708579920646
fBin__273,-0.034940172996192204,-0.034940172996192204
fBin__274,0.1352597736415364,0.13516358160953484
fBin__275,-0.0343622635475285,-0.0343622635475285
fBin__28,-0.03555115737485935,-0.03555115737485935
fBin__281,-0.036237786090851,-0.036237786090851
fBin__283,-0.0236754281869066,-0.0236754281869066
fBin__296,-0.03392966103516225,-0.03392966103516225
fBin__3,-0.03911213071998975,-0.03911213071998975
fBin__305,-0.03909089479392855,-0.03909089479392855
fBin__307,-0.036318178751376995,-0.036318178751376995
fBin__309,-0.0307065635967642,-0.0307065635967642
fBin__310,-0.0362460770240913,-0.0362460770240913
fBin__311,-0.020638586354150848,-0.02063858635415065
fBin__312,-0.0368719259337302,-0.0368719259337303
fBin__314,-0.03569658963477735,-0.0356965896347773
fBin__318,-0.03192800628579865,-0.03192800628579865
fBin__319,-0.034188149348651,-0.034188149348651
fBin__320,-0.02889592242093695,-0.02889592242093695
fBin__321,-0.03102755169828195,-0.03102755169828195
fBin__323,-0.034996370733573395,-0.034996370733573395
fBin__325,-0.0360876366434733,-0.03608763664347325
fBin__332,-0.03773622664341985,-0.03773622664341985
fBin__334,-0.03076128967289555,-0.0307612896728955
fBin__337,-0.03632750720637705,-0.0363275072063771
fBin__338,-0.034346139465297354,-0.034346139465297354
fBin__339,-0.035257090085799955,-0.035257090085799955
fBin__340,-0.03276233988979245,-0.0327623398897924
fBin__345,-0.0340658298954027,-0.03406582989540265
fBin__35,-0.034434207540968195,-0.034434207540968154
fBin__351,-0.0361406320873489,-0.03614063208734885
fBin__355,-0.032879162302484596,-0.0328791623024847
fBin__356,-0.0307366194724749,-0.0307366194724749
fBin__357,-0.03788656263342115,-0.03788656263342115
fBin__358,-0.035145737337632904,-0.03514573733763285
fBin__359,-0.0326720360787319,-0.0326720360787319
fBin__364,-0.033520044839459195,-0.033520044839459195
fBin__366,-0.035149996159114696,-0.035149996159114696
fBin__367,-0.033742281261116544,-0.033742281261116544
fBin__369,-0.03358373732363465,-0.03358373732363465
fBin__37,-0.035006967519110296,-0.03500696751911025
fBin__371,-0.0336115762407673,-0.0336115762407673
fBin__372,-0.0305124647157846,-0.030512464715784553
fBin__373,-0.03691827718749245,-0.03691827718749245
fBin__374,-0.0326846059341089,-0.0326846059341089
fBin__375,-0.0316804940598951,-0.0316804940598951
fBin__376,-0.03792558436741665,-0.03792558436741665
fBin__379,-0.0348990918926185,-0.0348990918926185
fBin__381,-0.0366837664374145,-0.0366837664374145
fBin__382,-0.03585704859774175,-0.03585704859774175
