,"Age, BMI & VAT","Sleep Quality
(average of nights)"
fBin__100,-0.0327013450502128,-0.0327013450502128
fBin__102,0.0008539558241471,0.0008539558241468499
fBin__103,-0.03399250408631365,-0.0339925040863137
fBin__104,-0.0347623778555184,-0.034762377855518445
fBin__108,-0.03153538249513905,-0.03153538249513905
fBin__121,-0.035245167650837655,-0.035245167650837655
fBin__14,-0.0404878252354654,-0.04048782523546545
fBin__145,-0.0379826054458195,-0.03798260544581955
fBin__149,-0.02687830176799515,-0.02687830176799515
fBin__159,-0.036141764636859405,-0.03614176463685945
fBin__17,-0.03289886953139555,-0.03289886953139555
fBin__181,-0.0383423885985412,-0.03834238859854115
fBin__187,-0.03503407944218645,-0.03503407944218655
fBin__188,-0.0352648315090318,-0.035264831509031855
fBin__189,-0.036912761995063645,-0.03691276199506335
fBin__205,-0.0355372525968293,-0.03553725259682935
fBin__207,-0.03969090510710545,-0.039690905107105545
fBin__217,-0.03653924394717625,-0.03653924394717625
fBin__219,-0.0374423326553627,-0.0374423326553627
fBin__220,-0.035077888900335155,-0.035077888900335155
fBin__223,-0.035511788470248454,-0.035511788470248454
fBin__247,-0.03957428776168395,-0.03957428776168395
fBin__249,-0.03573870191584635,-0.03573870191584635
fBin__257,0.17407853988560595,0.1740785398856059
fBin__262,0.15330466340084295,0.15330466340084303
fBin__263,0.16246868396019182,0.16246868396019182
fBin__27,-0.03703985470602305,-0.03703985470602305
fBin__270,0.1522747892530904,0.1522747892530906
fBin__273,-0.0336853193369393,-0.03368531933693925
fBin__274,0.0950464139242159,0.0950464139242159
fBin__275,-0.03345323521305075,-0.0334532352130508
fBin__28,-0.0366632511466056,-0.03666325114660555
fBin__281,-0.03694476102710515,-0.03694476102710515
fBin__283,-0.03156678459246745,-0.03156678459246745
fBin__296,-0.0350554821239731,-0.0350554821239731
fBin__305,-0.036489309896187705,-0.03648930989618775
fBin__307,-0.0331067725861451,-0.03310677258614515
fBin__309,-0.031080427734576248,-0.0310804277345762
fBin__310,-0.0384228268157709,-0.038422826815771
fBin__311,-0.03678524773542515,-0.0367852477354252
fBin__312,-0.029440242128106253,-0.029440242128106253
fBin__314,-0.03514170133886315,-0.03514170133886315
fBin__318,-0.03753633054951355,-0.03753633054951355
fBin__319,-0.036377979575835204,-0.036377979575835204
fBin__320,-0.0353871721366381,-0.035387172136638
fBin__321,-0.034115537310729346,-0.0341155373107293
fBin__323,-0.0365029897823654,-0.03650298978236535
fBin__325,-0.03313890854268525,-0.03313890854268525
fBin__328,-0.03466200858430135,-0.03466200858430145
fBin__332,-0.0342202622462408,-0.0342202622462408
fBin__334,-0.03447284340165005,-0.03447284340164995
fBin__337,-0.03341905290689435,-0.03341905290689435
fBin__338,-0.0373577953467458,-0.037357795346745756
fBin__339,-0.0324795180746597,-0.03247951807465965
fBin__34,-0.0397509157258059,-0.0397509157258058
fBin__340,-0.036735050868101346,-0.0367350508681014
fBin__345,-0.036649051407928,-0.036649051407928
fBin__35,-0.035753839202922855,-0.0357538392029229
fBin__351,-0.03413898683371385,-0.03413898683371385
fBin__356,-0.0401312467857347,-0.04013124678573465
fBin__357,-0.039006701804855146,-0.0390067018048551
fBin__359,-0.0390884496104588,-0.0390884496104588
fBin__36,-0.036738223314598153,-0.0367382233145981
fBin__364,-0.038545066728274596,-0.038545066728274596
fBin__366,-0.0299319867559935,-0.0299319867559935
fBin__367,-0.0372485320348738,-0.0372485320348738
fBin__369,-0.03323932980458235,-0.0332393298045823
fBin__37,-0.03517370910652025,-0.035173709106520346
fBin__371,-0.036167328855344655,-0.03616732885534475
fBin__373,-0.037850166962372006,-0.037850166962372006
fBin__374,-0.04063292738471505,-0.040632927384715
fBin__375,-0.03499969301290615,-0.03499969301290615
fBin__376,-0.03739048287484745,-0.03739048287484745
fBin__379,-0.033940705768741905,-0.033940705768741905
fBin__381,-0.032952327845773205,-0.032952327845773205
fBin__382,-0.0402253068443979,-0.0402253068443979
fBin__383,-0.0356254636235128,-0.03562546362351275
fBin__384,-0.036443636828991696,-0.036443636828991696
fBin__386,-0.03350633407103745,-0.03350633407103745
fBin__387,-0.033723976218909796,-0.033723976218909796
fBin__388,-0.033866950047291206,-0.033866950047291206
fBin__393,-0.035125664327112296,-0.035125664327112296
fBin__395,-0.03302602136966225,-0.03302602136966225
fBin__418,-0.0368482380282538,-0.0368482380282538
fBin__423,-0.03848885115852565,-0.03848885115852565
fBin__424,-0.0393303685139633,-0.0393303685139633
fBin__43,-0.03517266915429105,-0.03517266915429105
fBin__441,-0.03512649331522475,-0.03512649331522475
fBin__45,-0.0355113151207433,-0.0361688526304278
fBin__451,-0.037560076667332895,-0.037560076667332895
fBin__452,-0.03861651807278005,-0.038616518072780104
fBin__454,-0.03461061796807525,-0.03461061796807525
fBin__455,-0.03480091463889445,-0.03480091463889445
fBin__456,-0.032780467190807655,-0.032780467190807655
fBin__457,-0.034114856113849845,-0.034114856113849845
fBin__461,-0.0369038184579782,-0.0369038184579781
fBin__466,-0.03787653237969135,-0.03787653237969135
fBin__468,-0.039065786278265346,-0.0390657862782654
fBin__469,-0.0319880027124008,-0.03198800271240085
fBin__470,-0.0324872682463598,-0.0324872682463598
fBin__477,0.06537611194638945,0.0653761119463895
fBin__480,-0.03822901239943735,-0.03822901239943735
fBin__482,-0.0350175852645219,-0.0350175852645219
fBin__483,-0.0377355971812728,-0.0377355971812728
fBin__485,-0.035787241927133395,-0.035787241927133395
fBin__486,-0.03680179993994105,-0.0368017999399411
fBin__487,-0.0319086705613186,-0.0319086705613186
fBin__489,-0.034267735783936,-0.03426773578393605
fBin__490,-0.0363723443735751,-0.03637234437357505
fBin__491,-0.03543249371597765,-0.03543249371597765
fBin__497,-0.035834799239607903,-0.035834799239607903
fBin__503,-0.0389429990761228,-0.0389429990761228
fBin__504,0.0965592216416035,0.0965592216416035
fBin__508,-0.03860299546680525,-0.038602995466805304
fBin__513,-0.0355985970435395,-0.0355985970435395
fBin__515,-0.032113922339804896,-0.032113922339804896
fBin__517,-0.0293623904869071,-0.0293623904869071
fBin__518,-0.034833300991040206,-0.034833300991040206
fBin__519,-0.03688353571692095,-0.03688353571692095
fBin__520,-0.033492332932721455,-0.033492332932721455
fBin__521,-0.0355823808779564,-0.0355823808779564
fBin__524,-0.0326955344758131,-0.0326955344758131
fBin__525,-0.03770194062012085,-0.0377019406201209
fBin__526,-0.03706078421408575,-0.037060784214085804
fBin__527,-0.0407062407077957,-0.0407062407077957
fBin__528,-0.03436411877818085,-0.03436411877818085
fBin__529,-0.04034642345596315,-0.040346423455963246
fBin__53,-0.0345459124910697,-0.0345459124910697
fBin__530,0.1208163229013383,0.1208163229013383
fBin__531,-0.0369618668306399,-0.0369618668306399
fBin__532,-0.033767121324522906,-0.03376712132452295
fBin__533,-0.034283240443948745,-0.034283240443948704
fBin__534,-0.035135442697892344,-0.035135442697892344
fBin__535,-0.0375927898120735,-0.0375927898120735
fBin__536,-0.0413124880646077,-0.04131248806460775
fBin__537,0.06805933572179085,0.06805933572179085
fBin__538,-0.03842513069735705,-0.03842513069735705
fBin__539,-0.0397185018696931,-0.0397185018696931
fBin__541,-0.0366310354378874,-0.0366310354378874
fBin__549,-0.036961172364452344,-0.036961172364452344
fBin__555,-0.035970036333540345,-0.03597003633354045
fBin__56,-0.033627805086998,-0.033627805086998
fBin__565,-0.0360927307052279,-0.0360927307052279
fBin__566,-0.035271042655666746,-0.035271042655666746
fBin__569,-0.0350471289029207,-0.0350471289029207
fBin__571,-0.036035374854456306,-0.0360353748544563
fBin__573,-0.039479334036477645,-0.0394793340364777
fBin__577,-0.03477710884785635,-0.03477710884785635
fBin__579,-0.03218207974041705,-0.0321820797404171
fBin__583,-0.040530203292057504,-0.040530203292057504
fBin__584,-0.03223972285219185,-0.03223972285219185
fBin__588,-0.0348122878115724,-0.0348122878115723
fBin__589,-0.03438833122932555,-0.03438833122932555
fBin__59,-0.03642093418711305,-0.036420934187113
fBin__590,-0.03259204000855685,-0.03259204000855685
fBin__592,-0.03355124048344145,-0.03355124048344145
fBin__594,-0.034029339009304,-0.03402933900930405
fBin__595,-0.037557825234869543,-0.037557825234869543
fBin__597,-0.03463516068995335,-0.0346351606899534
fBin__598,-0.03611223018674205,-0.03611223018674205
fBin__600,-0.038912504760373154,-0.038912504760373154
fBin__601,-0.0353346378034728,-0.0353346378034728
fBin__602,-0.0331840660762771,-0.0331840660762771
fBin__605,0.09067953882001076,0.09067953882001076
fBin__606,-0.03521318524373835,-0.0352131852437383
fBin__611,0.017855338341311602,0.01753183504433215
fBin__613,-0.0380445759542841,-0.0380445759542841
fBin__614,-0.03263997703027325,-0.03263997703027325
fBin__616,-0.03689129850115665,-0.036891298501156605
fBin__619,-0.032769135575856104,-0.03276913557585605
fBin__625,-0.03599709153755045,-0.03599709153755045
fBin__627,-0.037332037631524,-0.03733203763152415
fBin__69,-0.03809965583537315,-0.03809965583537315
fBin__70,-0.034124874601583755,-0.034124874601583755
fBin__71,-0.0329077747618248,-0.0329077747618248
fBin__72,-0.034546270222609254,-0.034546270222609254
fBin__73,-0.03478297805788115,-0.03478297805788115
fBin__76,-0.03672703734193025,-0.03672703734193025
fBin__83,-0.031500031721200944,-0.031500031721200944
fBin__84,-0.0343598526820764,-0.0343598526820764
fBin__86,-0.03765495744207845,-0.037654957442078404
fBin__88,-0.0368332038020531,-0.03683320380205305
fBin__94,-0.0412563423267741,-0.041256342326774054
fBin__95,-0.03572335554367895,-0.03572335554367895
fBin__96,-0.035269184089622346,-0.035269184089622346
fBin__97,-0.03455440533718225,-0.03455440533718235
fBin__99,-0.033196709220700754,-0.033196709220700754
