,Allergy,Analabscess,Analfissure,Anemia,Anxiety,Asthma,Atopicdermatitis,AttentionDeficitDisorderADHD,B12deficiency,Backpain,BasalCellCarcinoma,COVID19,Chronicsinusitis,Depression,EpisodicVertigo,FattyLiverDisease,Fracture,G6PD,Gallstonedisease,Glaucoma,Gout,Haemorrhoids,Headache,Hearingloss,Heartvalvedisease,Hyperlipidemia,Hypertension,Hypothyroidism,Insomnia,IrritableBowelSyndromeIBS,Migraine,Obesity,Oralaphthae,Osteoarthritis,PepticDis,PepticUlcerDisease,Prediabetes,Psoriasis,SleepApnea,Urinarytractstones,Vitiligo
0,0.5102491315443987,0.4997686256362795,0.4997532082922014,0.5,0.5,0.4992704280155642,0.5075757575757576,0.5009954936906722,0.4997581035316884,0.499060755689137,0.5,0.504396709864489,0.49905704856199906,0.5,0.49976689976689975,0.4995017438963627,0.5006537487006237,0.5,0.5,0.4997685185185185,0.5,0.4967589864466706,0.5,0.5046217334195925,0.4997667910447761,0.5425910353438831,0.5448035869637958,0.49976525821596246,0.4997678737233055,0.5,0.5,0.5528895351968547,0.49975984630163306,0.4997653683716565,0.5,0.4997458057956279,0.5019359152726999,0.4997633696166588,0.4992904446546831,0.5,0.49976873265494914
1,0.5065694099665526,0.4997686256362795,0.49950641658440276,0.5,0.4997630331753555,0.4997568093385214,0.5075757575757576,0.5005268078412751,0.49927431059506533,0.4993671282381566,0.5,0.5013077696905143,0.49905704856199906,0.5,0.49976689976689975,0.4987543597409068,0.4994802494802495,0.5,0.4997644842204428,0.4997685185185185,0.4995280792826805,0.5000079302044407,0.5,0.5048618871179595,0.4997667910447761,0.5416201615574753,0.538242619250449,0.49976525821596246,0.4997678737233055,0.5,0.49976213130352043,0.5433730647012277,0.49975984630163306,0.4997653683716565,0.5,0.5,0.4989969909729188,0.4997633696166588,0.49952696310312206,0.499756216479766,0.49976873265494914
2,0.510719666017342,0.4997686256362795,0.49925962487660414,0.5,0.4997630331753555,0.4997568093385214,0.5071027206788796,0.5056254668308922,0.5,0.4990540468012023,0.5,0.5013077696905143,0.49952852428099953,0.5,0.49976689976689975,0.49900348779272546,0.498960498960499,0.5,0.5,0.4997685185185185,0.49976403964134025,0.5006051356003958,0.49976700838769805,0.5048618871179595,0.4997667910447761,0.540746120327192,0.5393025026632736,0.49953051643192486,0.4997678737233055,0.5,0.5,0.5564359430088951,0.5,0.4997653683716565,0.49976602714085167,0.4997458057956279,0.49924774322968907,0.5,0.49976348155156103,0.499756216479766,0.5
3,0.5020241373211937,0.4997686256362795,0.4990128331688055,0.5,0.4997630331753555,0.4992704280155642,0.5071027206788796,0.5012885769263111,0.49927431059506533,0.49692285673393444,0.5,0.5013077696905143,0.49929278642149927,0.5,0.49976689976689975,0.49900348779272546,0.5014333744802495,0.5,0.5,0.5,0.5,0.5001592141045396,0.49976700838769805,0.49951969260326606,0.4997667910447761,0.5503248987080499,0.5475699550182586,0.5,0.4997678737233055,0.5,0.49976213130352043,0.5478889344618865,0.49975984630163306,0.4997653683716565,0.5,0.4992374173868836,0.49949849548645936,0.5,0.5,0.5,0.5
4,0.5032137052685661,0.4993058769088385,0.4990128331688055,0.4993006993006993,0.49928909952606637,0.4992704280155642,0.5066296837820017,0.5009954936906722,0.49951620706337685,0.4987476742521827,0.4995329285380663,0.5026155393810284,0.49929278642149927,0.49953007518796994,0.49953379953379956,0.4995017438963627,0.4979209979209979,0.49930394431554526,0.4995289684408855,0.49930555555555556,0.4995280792826805,0.5037027954580668,0.4993010251630941,0.5043815797212257,0.49930037313432835,0.5312973014295543,0.5357412220491923,0.4992957746478873,0.49953574744661094,0.49929211892402076,0.4995242626070409,0.5426459682397637,0.49951969260326606,0.4992961051149695,0.49953205428170333,0.4994916115912557,0.49924774322968907,0.4997633696166588,0.49952696310312206,0.49951243295953196,0.49953746530989823
5,0.5031782054112109,0.4997686256362795,0.49925962487660414,0.49976689976689975,0.4995260663507109,0.4992704280155642,0.49976348155156103,0.5009954936906722,0.5,0.49692956562186924,0.5,0.5026155393810284,0.49952852428099953,0.49976503759398494,0.5,0.4992526158445441,0.5014333744802495,0.5,0.5,0.4997685185185185,0.49976403964134025,0.5016403322877664,0.5,0.4990393852065322,0.4997667910447761,0.54379889407028,0.53521128034278,0.5,0.49953574744661094,0.5,0.49976213130352043,0.5528895351968547,0.5,0.4997653683716565,0.5,0.4994916115912557,0.49924774322968907,0.4997633696166588,0.49976348155156103,0.5,0.5
6,0.5009055690885316,0.4993058769088385,0.4987660414610069,0.49953379953379956,0.4990521327014218,0.4990272373540856,0.5071027206788796,0.5019328653894669,0.4987905176584422,0.499060755689137,0.4995329285380663,0.5031244452334458,0.49905704856199906,0.49953007518796994,0.49953379953379956,0.49975087194818135,0.4979209979209979,0.49953596287703017,0.4995289684408855,0.49953703703703706,0.49929211892402076,0.5003104980046386,0.4993010251630941,0.5043815797212257,0.49930037313432835,0.5354611013429147,0.5449202464861971,0.49953051643192486,0.49930362116991645,0.4995280792826805,0.49928639391056134,0.5307949173678694,0.49951969260326606,0.4992961051149695,0.49953205428170333,0.4989832231825114,0.49949849548645936,0.4992901088499763,0.4990539262062441,0.49902486591906386,0.4993061979648474
7,0.5031782054112109,0.4997686256362795,0.4997532082922014,0.5,0.4995260663507109,0.4997568093385214,0.5,0.4958968347010551,0.4997581035316884,0.4984480105910978,0.5,0.5057044795550033,0.49952852428099953,0.5,0.49976689976689975,0.4995017438963627,0.5003938734407485,0.5,0.4997644842204428,0.4997685185185185,0.49929211892402076,0.5004538517002968,0.5,0.49975984630163306,0.4997667910447761,0.5344902275565069,0.5459801298990217,0.5,0.49953574744661094,0.5,0.5,0.546919472513268,0.49975984630163306,0.4997653683716565,0.5,0.4997458057956279,0.4989969909729188,0.5,0.49976348155156103,0.499756216479766,0.5
8,0.509636597642035,0.4993058769088385,0.4990128331688055,0.49953379953379956,0.49928909952606637,0.4995136186770428,0.5071027206788796,0.5043356532664559,0.4997581035316884,0.5008721554315156,0.4995329285380663,0.5028699923072372,0.4988213107024988,0.49953007518796994,0.4993006993006993,0.4995017438963627,0.500913623960499,0.5,0.4990579368817711,0.49953703703703706,0.4995280792826805,0.5005972053959552,0.49906803355079216,0.5046217334195925,0.49930037313432835,0.53527762913131,0.5437437035509712,0.49953051643192486,0.49953574744661094,0.5,0.4995242626070409,0.5528895351968547,0.4992795389048991,0.499061473486626,0.49953205428170333,0.4989832231825114,0.49824473420260784,0.4997633696166588,0.4992904446546831,0.49951243295953196,0.4993061979648474
9,0.5073994611767105,0.5,0.49925962487660414,0.5,0.4997630331753555,0.4997568093385214,0.5075757575757576,0.4996475581343583,0.4997581035316884,0.49814163804207817,0.5,0.5007988638380969,0.49929278642149927,0.5,0.5,0.4987543597409068,0.5011734992203742,0.5,0.5,0.5,0.5,0.5004538517002968,0.49976700838769805,0.5048618871179595,0.4997667910447761,0.5469918201972327,0.542037218909333,0.49976525821596246,0.4997678737233055,0.5,0.49976213130352043,0.5486160309233504,0.5,0.4997653683716565,0.5,0.4994916115912557,0.49949849548645936,0.5,0.49952696310312206,0.5,0.5
