,Allergy,Analfissure,Anemia,Anxiety,Asthma,Atopicdermatitis,AttentionDeficitDisorderADHD,B12deficiency,Backpain,BasalCellCarcinoma,COVID19,Chronicsinusitis,Depression,EndometriosisandAdenomyosis,EpisodicVertigo,FattyLiverDisease,Fibromyalgia,FolicAcidDeficiency,Fracture,G6PD,Gallstonedisease,Glaucoma,Haemorrhoids,Hashimoto,Headache,Hearingloss,Heartvalvedisease,Hyperlipidemia,Hypertension,Hyperthyroidism,Hypothyroidism,Insomnia,IrritableBowelSyndromeIBS,Migraine,Obesity,Oralaphthae,Osteoarthritis,Osteopenia,Osteoporosis,PepticDis,PepticUlcerDisease,PolycysticOvaryDisease,Prediabetes,Primaryhypercholesterolaemia,Psoriasis,SleepApnea,Urinarytractinfection,Urinarytractstones,Vitiligo
0,0.4998715443404662,0.4997789566755084,0.49910031488978857,0.5048493442041828,0.5035635093845483,0.49957173447537473,0.5050096153846154,0.49955595026642985,0.4984512132163139,0.4991550485847064,0.49954462659380694,0.5,0.4995682210708117,0.49957627118644066,0.5,0.5048863376239192,0.49957680914092256,0.4997907949790795,0.4993153811045185,0.5,0.49934497816593887,0.5,0.4964845862628448,0.49978982765868013,0.5,0.4995706311721769,0.49958088851634536,0.5125161448684157,0.5016440729900785,0.49978813559322033,0.5009569923598503,0.4995773457311919,0.5060975609756098,0.49977231329690347,0.5856427789659708,0.5,0.49978503869303526,0.4993455497382199,0.5075757575757576,0.5,0.49953029591357445,0.49956197985107315,0.5018493953053651,0.49979149291075897,0.5,0.526107195397756,0.5020051246950631,0.5,0.49958298582151794
1,0.5009275105495475,0.498894783377542,0.49910031488978857,0.504634290440742,0.5071270187690965,0.4993576017130621,0.5040576923076923,0.4993339253996448,0.49870934434692826,0.4991550485847064,0.49863387978142076,0.49935177182368196,0.5043523316062176,0.49915254237288137,0.4993466898954704,0.4995685936151855,0.4993652137113838,0.4993723849372385,0.49863076220903696,0.4995819397993311,0.49912663755458514,0.49958263772954925,0.4989889191259301,0.49936948297604034,0.49936006825938567,0.49935594675826533,0.49958088851634536,0.5121649026632458,0.5037424849170039,0.49936440677966104,0.5014218924063402,0.4993660185967878,0.4995715509854327,0.4988615664845173,0.5856427789659708,0.49978279756733274,0.49935511607910577,0.5,0.5071502256608639,0.4995777027027027,0.4990605918271489,0.4991239597021463,0.5043809188508392,0.4993744787322769,0.49936034115138594,0.5258986013218278,0.504613541831201,0.49978982765868013,0.4993744787322769
2,0.4984838186327463,0.4993368700265252,0.4995501574448943,0.5050643979676237,0.4997817546922741,0.49978586723768736,0.5028557692307692,0.49955595026642985,0.5000113168136595,0.49936628643852976,0.5,0.49978392394122734,0.504784110535406,0.49936440677966104,0.5,0.49935289042277825,0.49978840457046125,0.4997907949790795,0.49908717480602466,0.5,0.49978165938864627,0.5,0.49952975200856936,0.49957965531736026,0.5,0.4995706311721769,0.49979044425817265,0.510699737591098,0.5014169035216551,0.49957627118644066,0.5014218924063402,0.4995773457311919,0.49978577549271636,0.4990892531876138,0.5821635489150627,0.5,0.5,0.5074100658672521,0.5073629916183108,0.5,0.5,0.49956197985107315,0.5046082949308756,0.5,0.4997867803837953,0.49979140592407173,0.5022201161831552,0.49978982765868013,0.49979149291075897
3,0.4984838186327463,0.4995579133510168,0.4993252361673414,0.5103438496986883,0.5077817546922742,0.49978586723768736,0.5038076923076923,0.4997779751332149,0.5000113168136595,0.4991550485847064,0.5018173538665343,0.5,0.4997841105354059,0.49978813559322033,0.5,0.504670634431512,0.49978840457046125,0.499581589958159,0.5015376033267407,0.5,0.49912663755458514,0.5,0.4956733369388859,0.49978982765868013,0.5,0.4995706311721769,0.49979044425817265,0.5072194591688242,0.49886415265788275,0.49957627118644066,0.5011894423830953,0.4995773457311919,0.5060975609756098,0.4988615664845173,0.5804716289624564,0.5,0.5,0.5040322580645161,0.5075757575757576,0.5,0.4992954438703617,0.49934296977660975,0.5020767713854015,0.5,0.4997867803837953,0.49979140592407173,0.5020051246950631,0.5,0.49958298582151794
4,0.5002336476956876,0.4991158267020336,0.49865047233468285,0.5101287959352475,0.5031270187690965,0.49914346895074946,0.5026057692307693,0.4993339253996448,0.49975318568304516,0.49936628643852976,0.4990892531876138,0.4995678478824546,0.4993523316062176,0.49915254237288137,0.4993466898954704,0.504670634431512,0.49957680914092256,0.4993723849372385,0.49908717480602466,0.4995819397993311,0.49934497816593887,0.49958263772954925,0.4964845862628448,0.49936948297604034,0.49936006825938567,0.4991412623443538,0.49958088851634536,0.508127662807483,0.5011897340532316,0.4989406779661017,0.5009569923598503,0.4993660185967878,0.4995715509854327,0.4988615664845173,0.587334698918577,0.49956559513466553,0.49935511607910577,0.5,0.5071502256608639,0.4995777027027027,0.49859088774072335,0.49934296977660975,0.5046082949308756,0.49958298582151794,0.49936034115138594,0.5258986013218278,0.5003817195808982,0.49957965531736026,0.49958298582151794
5,0.5018853649556778,0.498894783377542,0.5005663820771539,0.504634290440742,0.5031270187690965,0.4989293361884368,0.5023557692307693,0.4993339253996448,0.4997645024967046,0.4987325728770596,0.49954462659380694,0.4995678478824546,0.4993523316062176,0.49936440677966104,0.4997822299651568,0.49935289042277825,0.49957680914092256,0.4993723849372385,0.5001683655357777,0.4995819397993311,0.49912663755458514,0.49958263772954925,0.4970960040366927,0.4989491382934006,0.49936006825938567,0.49935594675826533,0.49958088851634536,0.510699737591098,0.5011897340532316,0.49915254237288137,0.5026113347894354,0.4993660185967878,0.4995715509854327,0.5006789203510515,0.5793545601510176,0.49978279756733274,0.49935511607910577,0.5078463660417722,0.5071502256608639,0.4995777027027027,0.49859088774072335,0.50244533804946,0.5046082949308756,0.4993744787322769,0.49957356076759063,0.4995828118481435,0.5035451657628249,0.49957965531736026,0.4993744787322769
6,0.49917768148660624,0.4993368700265252,0.49865047233468285,0.5052794517310646,0.49956350938454824,0.49957173447537473,0.5016057692307693,0.49955595026642985,0.4994950545524308,0.4991550485847064,0.4993169398907104,0.49978392394122734,0.4995682210708117,0.49915254237288137,0.5,0.49978429680759273,0.49978840457046125,0.5,0.5015376033267407,0.5,0.4995633187772926,0.5,0.4985892560257082,0.49978982765868013,0.49957337883959047,0.49935594675826533,0.5,0.5109516267598638,0.5035153154485804,0.5,0.5004920923133601,0.4997886728655959,0.5,0.5013619804603411,0.5856427789659708,0.49978279756733274,0.5,0.5035959578899961,0.5075757575757576,0.5,0.4992954438703617,0.4997809899255366,0.5023041474654378,0.49979149291075897,0.5,0.5263157894736842,0.5006383930921918,0.5,0.5
7,0.4964699980175347,0.4997789566755084,0.4995501574448943,0.5103438496986883,0.5075635093845482,0.49957173447537473,0.5040576923076923,0.49955595026642985,0.4971605575632421,0.4995775242923532,0.4990892531876138,0.49935177182368196,0.4995682210708117,0.49957627118644066,0.4997822299651568,0.504670634431512,0.49957680914092256,0.499581589958159,0.5008529844312593,0.5,0.4995633187772926,0.5,0.4967550027041644,0.49978982765868013,0.49957337883959047,0.4987118935165307,0.49979044425817265,0.5159964232906895,0.49818264425261244,0.49978813559322033,0.5028437848126803,0.4995773457311919,0.5060975609756098,0.49863387978142076,0.584525710154532,0.5,0.49978503869303526,0.5035959578899961,0.5073629916183108,0.49978885135135137,0.49882573978393613,0.49934296977660975,0.5062303141562042,0.5,0.5,0.4995828118481435,0.502775145228944,0.5,0.49979149291075897
8,0.4978577237252546,0.4995579133510168,0.4988753936122357,0.5107739572255701,0.4991270187690965,0.49978586723768736,0.5014038461538461,0.49955595026642985,0.49975318568304516,0.4995775242923532,0.49977231329690347,0.49978392394122734,0.4997841105354059,0.49957627118644066,0.5,0.5051020408163265,0.49957680914092256,0.499581589958159,0.4993153811045185,0.49979096989966554,0.49978165938864627,0.5,0.4981776698019712,0.49957965531736026,0.4997866894197952,0.4995706311721769,0.49979044425817265,0.5112566990245869,0.4986369831894593,0.49978813559322033,0.5026113347894354,0.4995773457311919,0.5060975609756098,0.5,0.5884517677300158,0.49978279756733274,0.49978503869303526,0.5040322580645161,0.5075757575757576,0.5,0.4992954438703617,0.49956197985107315,0.5043809188508392,0.49979149291075897,0.4997867803837953,0.49979140592407173,0.5032884922515313,0.5,0.49958298582151794
9,0.4994416730388766,0.4993368700265252,0.4988753936122357,0.515838355193194,0.5037817546922742,0.49957173447537473,0.5016057692307693,0.4997779751332149,0.49922560660815696,0.49936628643852976,0.49954462659380694,0.49978392394122734,0.4995682210708117,0.49957627118644066,0.4997822299651568,0.4995685936151855,0.49978840457046125,0.4997907949790795,0.49908717480602466,0.5,0.49978165938864627,0.5,0.49844808624329084,0.49957965531736026,0.49957337883959047,0.49978531558608846,0.49979044425817265,0.5097915339524391,0.5039696543854273,0.49957627118644066,0.49907019990702,0.4995773457311919,0.5,0.4993169398907104,0.5893454227791669,0.5,0.5,0.49912739965095987,0.5071502256608639,0.5,0.4992954438703617,0.49956197985107315,0.5,0.5,0.4997867803837953,0.526107195397756,0.49957001702381576,0.5,0.49979149291075897
