,gender,snoring_yes,snoring_no,sleep_hours_in_24H,hours_watching_tv,vigorous_activity_minutes,physical_activity_maderate_days_a_week,usual_walking_pace_Fast,nap_during_day_Not or rarely,trouble_falling_a_sleep_Not or rarely,trouble_falling_a_sleep_Usually yes,work_days_a_week,drink_alcohol_with_meals_partial,years_using_mobile_phone_Over 8 years,mobile_phone_side_of_head_Right,alcohol_drink_1-3 times a month,falling_asleep_during_daytime_Not or rarely,moderate_activity_minutes,high_exercise_times_a_month_Two or three times a week,nap_during_day_Usually yes,smoke_tobacco_now_Yes  most or all days,snoring_dont know,smoke_houshold_no,tobacco_past_how_often_I never smoked,smoke_tobacco_now_no,mobile_phone_use_duration_per_week_More than 6 hours,alcohol_drink_In special cases only,drive_faster_often_Never or rarely,high_exercise_times_a_month_Once a week,alcohol_drink_Never,high_exercise_times_a_month_Two or three times in the last month,usual_walking_pace_Slow,easy_getting_up_Its very hard for me to wake up,consider_yourself_morning_evening_Im more of a morning man than an evening,alcohol_drink_Daily or almost daily,drink_alcohol_with_meals_yes,mobile_phone_side_of_head_Equal on both sides,mobile_phone_use_duration_per_week_Less than 5 minutes,usual_walking_pace_Average,pet_present_no,shift_work_prefer not to answer,high_exercise_duration_Between an hour and an hour and a half,why_stop_drinking_Other reasons,tobacco_past_how_often_I smoked sometimes,manual_physical_work_Usually,manual_physical_work_no,easy_getting_up_Does not wake up easily,pet_present_yes,shift_work_no,years_using_mobile_phone_prefer not to answer,mobile_phone_use_duration_per_week_prefer not to answer,high_exercise_duration_Between an hour and a half and two hours,snoring_prefer not to answer,walking_minutes_day,visit_friends_family_times_2-4 times a week,pet_past_yes,trouble_falling_a_sleep_From time to time,mobile_phone_use_duration_per_week_30-59 minutes,visit_friends_family_times_Once a week,visit_friends_family_times_Once every few months,falling_asleep_during_daytime_Often,nap_during_day_prefer not to answer,drive_faster_often_prefer not to answer,climb_staires_tymes_a_day_11-15,easy_getting_up_Wakes up very easily,consider_yourself_morning_evening_Im totally a morning man,nap_during_day_From time to time,falling_asleep_during_daytime_prefer not to answer,consider_yourself_morning_evening_Im more of an evening man than a morning,why_stop_drinking_Medical caution,alcohol_drink_1-2 times a week,smoke_tobacco_now_Only sometimes,drive_faster_often_Most of the time,easy_getting_up_prefer not to answer,mobile_phone_side_of_head_prefer not to answer,drink_alcohol_with_meals_no,manual_physical_work_Sometimes,mobile_phone_use_duration_per_week_4-6 hours,climb_staires_tymes_a_day_6-10,usual_walking_pace_Moderate,manual_physical_work_prefer not to answer,high_exercise_duration_Between a quarter of an hour and half an hour,high_exercise_duration_Between half an hour and an hour,hours_outdoors_winter,hours_outdoors_summer,white_wine_glasses_week,liqueurs_measures_week,hours_driving,falling_asleep_during_daytime_From time to time,hours_using_computer_not_work,tobacco_past_how_often_I smoked most or all days,walking_10min_days_a_week,high_exercise_times_a_month_Four to five times a week,beer_cider_pints_week,work_hours,work_hours_day
AHI,0.23021839570646407,0.24433419132780135,-0.2354747339824806,-0.03875774250193238,0.12558489296958,-0.08559062869601589,-0.06036135059909089,-0.07085282178422599,-0.06041629402378437,-0.0443708569907512,0.042477509372401544,0.0,0.0,0.0,0.0,0.0,-0.05512304636837414,-0.04441268697287979,-0.038570458799789584,0.04793865662251536,-0.04282611285102425,0.0,0.04208236648421463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05674876321550631,0.03606229502269879,0.0425174135844281,0.039333449427193364,0.03845616092217286,0.043758357346090064,0.034171882542971585,-0.06167087692670183,-0.03695572191405918,-0.040036930362543306,0.0,0.0,-0.038459220918574503,-0.04420825563100641,-0.04085024359247963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03514817278392868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042081535043081944,0.0,0.0,0.0,0.03785407781604736,0.0,0.0,0.0494616437258013,0.047585304598892236,0.06096714361642348,0.06926412350703859,0.08381164926540198,0.0,0.0,0.0,0.044632564233962696,0.04222375924646317
snore_db_mean,0.15703002280202394,0.2095017183634911,-0.20349997588932825,-0.03959102963591518,0.052219209616467414,-0.05886314758227642,-0.061392022382054004,-0.0479809928450422,-0.03572090903048421,0.0,0.04515261726182756,0.0,0.0,0.0,0.0,0.0,-0.044036636171929495,-0.0630930564620855,-0.06937768593418572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05960011623994666,0.048749166284274774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04140887935436964,-0.03628381126290181,-0.038864188738999814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04884969248884845,0.04472232136795523,0.04547538557362294,0.047422402570637213,0.0,0.0,0.06498120558075796,0.0,-0.03553354912138714,0.0,0.04198722117142734,0.0,0.0
total_sleep_time,-0.13202826435325749,-0.0393976176183358,0.03737192052009713,0.272132290814768,0.0,-0.03739031574480156,0.0,-0.03827865682745581,0.0,-0.04300767801294467,0.04713774133845989,-0.0691407991224782,0.0,0.0,0.0,0.0,0.048225844813042845,0.0,0.0,-0.03682433768743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036765402359720034,0.0,0.0,0.0,0.034490976717145336,0.06236790509563203,0.04136406377400367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03884926670859168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04003748906078959,-0.03881444289400892,-0.036405247817138574,-0.03450770978043121,-0.03478258851577198,-0.04851074343289915,-0.046605409533576045,0.0,0.0,0.0,0.03579523636458509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036348258336364916,0.0,0.0,-0.038863385779832574,-0.04635076243829169,-0.04241074549913845,-0.04504691792178279,-0.053381594279922825,-0.04519772571233714,0.0,0.0,-0.03714318274779572,0.0,-0.06859209852946828,-0.06247437598276012,-0.07625488934329706
hrv_time_rmssd_during_night,0.2747280388765251,0.0,0.0,-0.05546376145385651,-0.06001910525370444,0.16798748473694042,0.10502394270563291,0.07248633060110153,0.0,0.0,0.0,0.0,0.06300726667088807,0.0,0.0,0.0,0.0,0.04678111637866108,0.0,0.0,0.03876152307064557,0.0,-0.044831712425299534,-0.03848346227055102,-0.07509446216357381,0.0,-0.0346936501010155,-0.05338565429120991,-0.03640497878589306,-0.042079785960696094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03798238199319574,0.05175219946013659,0.046785534293145026,0.03466908517839004,0.035252273576595626,0.042283800209960413,0.03923385311233004,0.039899217959112096,0.0,0.0,-0.06042253557711059,0.0,0.0,0.0,0.0460434145120544,0.0385710102216471,0.0,0.0527231690713832,0.0,0.0,0.0,0.0,0.08770560456980345,0.08123785121011257,0.10338527743034022,0.06209087565061996,0.06028181288112897
variability_between_sleep_stage_percents,0.10375900985942685,0.0,0.03893355708688498,0.05292087286155013,0.03730522740768571,0.0,0.0,0.0,-0.038484647890505,-0.052987957562011925,0.04601846627827172,0.0,0.0,0.0,0.0347149766126119,0.0,0.0,0.0,0.0,0.0,-0.04481982677942866,-0.061315962214454366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04232336352752758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454172850392355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044810763196719686,0.035848800973817964,0.0,0.0,0.0
hrv_time_rmssd_during_wake,0.1387388949637185,0.0,0.0,0.0,0.0,0.08786348382065434,0.06757964761356355,0.048249154544046546,0.0,-0.039338148164955594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039081361502242846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04301072333829746,-0.03638599863982726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03797035573713051,0.0,0.0,0.041729530055619905,0.04639987300418023,0.03787910218829998,0.03790955991162674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03891210448133292,0.0,0.0,0.0,0.04616585302715411,0.03662498357269894,0.05196602817801584,0.0,-0.04082482578307594,0.0,0.0,0.0,0.06675744699094996,0.0625020241986482,0.04968754521214818,0.0,0.0
saturation_mean,-0.11383544538074163,-0.14358557979395184,0.16561033494716285,0.0,-0.11358972596453289,0.08356551774545919,0.06961227362027471,0.08643025593540503,0.05586303824763919,0.0,-0.034923165901217315,0.0387876363940391,0.052336391594555776,0.09376695735130144,0.07138248001194167,0.05007916009129208,0.04014575764194843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045361111120413425,-0.0425239060499198,-0.05065163323240394,0.0,0.0,0.0,0.03771510196522183,0.047705356132290995,0.0369952806642688,0.04725227749167703,0.044977549640268906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04045941646827273,-0.05358978845960309,-0.035983468427234044,-0.05377725412325384,-0.03583041415504537,0.0,-0.044494064055217775,-0.06266091888177953,-0.04109040085472117,-0.03887923408371493,-0.06318981630819867,-0.07998033539457937,0.0,0.0,0.0,0.0,0.0
desaturations_mean_nadir,0.0,-0.10392239663750835,0.1043737133964494,0.04030856511776829,-0.05958151564807858,0.04972673918790004,0.0,0.07991884784163958,0.0,0.0,0.0,0.05692480342921915,0.049021667062530326,0.08709304761366546,0.04605322861279671,0.051416968240128605,0.03773284072445518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03712183999057553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04054792102114535,0.0,-0.04537029601069916,-0.03841209740530535,-0.0395854495128874,-0.06312987115009178,-0.039469294066604745,0.0,-0.045082506935024524,0.0,0.0,-0.03478961945899736,-0.04704435782205644,-0.06068460430135864,0.0,0.0,0.04992107223343984,0.05300247267954187,0.05492427674824961
percent_of_supine_sleep,0.0,0.0,0.0,-0.06785297243493373,-0.04100188765165915,0.0,0.0,0.0,0.036791950281176926,0.07196011708437106,0.0,0.0,0.0,0.0,0.0,0.0,-0.03998704478723587,0.0,0.0,-0.04454730914141231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035298056990450424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036958393181646135,0.05043339235574546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03906629046436361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04554495891190349,-0.03859492967130206,0.0,0.0,0.0,0.0,0.04940250600674967,0.046733915630973094
sleep_efficiency,-0.08215411549977486,0.0,0.0,0.0,-0.0611099404436948,-0.046428276591213624,0.0,0.0,0.05520661185951453,0.13917259905337012,-0.1129815787063495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05657702806859152,0.0,0.0,0.0483550537402072,0.04773337125352844,0.04570259448169234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03462411832776073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04434227791673049,-0.03628167799949558,-0.03562828401988783,-0.03535756785219775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04513990316724505,-0.04280493374615432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038544148191748985,0.0,0.0,0.0,0.0,-0.0771049585701808,0.0,0.0,0.0,0.0,0.0,0.0,-0.05307243680585251,-0.06258237093399922,-0.048556639690620455,0.0,0.0,0.0
