,AHI,snore_db_mean,saturation_mean,desaturations_mean_nadir,percent_of_supine_sleep,total_sleep_time,sleep_efficiency,variability_between_sleep_stage_percents,hrv_time_rmssd_during_night,hrv_time_rmssd_during_wake
standing_three_min_blood_pressure_diastolic,0.3176665243021702,0.182051324209169,-0.1790312833378123,-0.0703468889114061,-0.0264689947408964,-0.0364768605785726,-0.0487204747487694,0.0360899466747155,-0.0313232646027225,-0.0722059757428048
sitting_blood_pressure_diastolic,0.3453814326975396,0.191756292081427,-0.1947985152657421,-0.081739536627154,-0.0292189264644306,-0.0327515442159189,-0.0578898816486109,0.0347028773806641,-0.0335314934000745,-0.0544526955309705
lying_blood_pressure_diastolic,0.3327380710230034,0.1888422915889863,-0.1921879830807854,-0.081741188984432,-0.037650935429243,-0.0281757475833296,-0.057741403952329,0.0385104739724241,-0.0484503267510036,-0.0559410718487827
l_brachial_pressure,0.3059150772210628,0.1714432782783891,-0.1817719587476103,-0.1017798593131876,-0.0391394425919336,,-0.0641127453039178,0.0687487701468623,-0.0384057223464525,-0.0320840127875717
r_brachial_pressure,0.3098046360893218,0.1717246335878702,-0.1823064557903871,-0.0957025571919604,-0.0363212203509613,,-0.0592660967045707,0.0727675139678471,-0.0407985614616146,-0.0296103916330553
r_ankle_pressure,0.3329648141498473,0.1867983286568998,-0.2124630701652572,-0.1096073694979706,-0.032785303188338,-0.0238281238412049,-0.0739615093421419,0.0766526197310607,,
l_ankle_pressure,0.3295646763823233,0.1830617034964957,-0.2039608478327619,-0.1061288579167937,-0.0304685882825847,,-0.0712687174126297,0.0776505133684533,,
t_mv_II,-0.2043565251536288,-0.1079937736841108,0.1850450976292171,0.1126947617403954,0.027312233257988,,,,0.0841504243615548,0.081684799529014
t_mv_III,-0.2656992638068246,-0.144687312335208,0.1906993252853322,0.0908839401459439,,0.060359896320974,0.0428797229971577,,-0.0422861414089906,
t_axis,-0.2468123212131126,-0.1285321682411561,0.1741664531305217,0.0773296685964913,,0.0687685842345895,0.0484913939449995,,-0.0527048023184204,
s_mv_III,-0.2412397836838894,-0.1339798784596778,0.1647581066275556,0.1023602514962757,,,,-0.0481514483831184,,
r_mv_II,-0.2149072924501258,-0.1038096446659716,0.1945573602490525,0.1019671500099871,,,,-0.0359991365047816,,0.0267038713907121
from_r_thigh_to_r_ankle_transit_time,-0.2744743585007569,-0.1629148517675242,0.1776144245180735,0.0857849200399511,,0.0286208545659073,0.0633471619911526,-0.0591527110977336,0.0245581282234818,0.0338149640210736
from_l_thigh_to_l_ankle_transit_time,-0.2773479921462082,-0.1599306291331995,0.1926745690647419,0.099290014865081,,,0.0558156696904874,-0.0664720229602031,0.0317670698617176,0.0391208942405083
r_mv_aVF,-0.3025671417003092,-0.1499515849103219,0.2555782099395937,0.1315148133681293,,,0.0407326704509193,-0.0336922989067694,0.0259095602033583,0.0414509061291694
r_ms_III,-0.244853786830748,-0.1176609907056126,0.2059312003634361,0.1075947131422052,,,0.0365558568579528,,0.0262560375719592,0.0288619160996271
t_mv_aVF,-0.2415376129059121,-0.1337381674488531,0.2067328758235801,0.1186220436412486,,,0.0263112079499223,,0.0295700617495935,0.0499558229181043
r_mv_III,-0.2715063036968084,-0.1250906403184341,0.2298639954269451,0.1001144947850665,,,0.0298174431073676,,0.0313686730805469,0.0426856510145448
qrs_axis,-0.2765792050852883,-0.1320490805243743,0.2281985138762089,0.1225208582925957,,,0.0442626488189148,,0.0240168514834815,0.0235197479271423
s_mv_V3,-0.151362392581466,-0.0989419404785907,0.064209887782082,,,0.070413601178084,0.0606152359428137,-0.0548912725399118,-0.1589916088810991,-0.0742470847468206
s_mv_V4,-0.1996502475661676,-0.1155939485426683,0.1091392451990179,0.0273624574392614,,0.063935929320113,0.0611010365406744,-0.0576459251689235,-0.1378140348006222,-0.0524642539805432
s_mv_V6,-0.2125297078208279,-0.1349139740640046,0.1446087227774241,0.0818393081878446,0.0299584238831797,0.0689084352876345,0.0673938422730819,-0.0400877130303996,-0.0863001641927651,-0.0323671118316204
s_mv_V5,-0.2133442590469279,-0.130607636461892,0.1369788228302267,0.0576076845049213,0.0309842570579644,0.0662449246464059,0.0705325056940324,-0.0558365980052999,-0.1177376531410753,-0.0553818797397979
Average_width,-0.1011243127253484,-0.0475309841328198,,-0.0311871352144301,,0.0444251804343073,,-0.0376195181225172,-0.0834949098122326,-0.0388917889459785
s_mv_I,-0.1434695957961773,-0.1168080655912227,0.0834329706536193,,,0.0882620567705001,,,-0.0765945889676295,-0.0411750117981847
hr_bpm,0.0847124948670389,0.0823301395226099,-0.0903029073394551,-0.058638533286318,,,-0.0242731655364025,-0.0329950845645012,-0.2676104849128164,-0.2082713192624979
sitting_blood_pressure_pulse_rate,0.0777523563772325,0.0803199864478918,-0.0915573312045055,-0.060289799939516,,,,-0.041292513826651,-0.267495893901051,-0.1983132128009548
lying_blood_pressure_pulse_rate,0.0726920961030553,0.0791974243824351,-0.0883043808799688,-0.0623943999083723,,,,-0.0369643048911254,-0.2672508968750153,-0.2035715806448572
standing_one_min_blood_pressure_pulse_rate,0.0485046985295767,0.0428588115584487,-0.0704251174398374,-0.0581489448261829,,,-0.0259900655110891,-0.0419810700127662,-0.2181843074798089,-0.1615685149285537
standing_three_min_blood_pressure_pulse_rate,0.025963792622778,0.0405088381550925,-0.0502189690491654,-0.0389924925246301,,,,-0.046090451413843,-0.2188438094512524,-0.1678584041072075
t_mv_aVR,0.0940864814924616,0.044985158593401,-0.1154877301835642,-0.0875128123363331,-0.031692648206886,0.0483001004371473,,,-0.1281003660475797,-0.0948965783782218
qtc_ms,0.0616369146595506,0.0342174437966546,-0.0580676312049289,-0.0679517832087736,,0.0384405530461155,,,-0.1203524577535862,-0.0859726330357734
s_mv_V2,,,-0.06515876634325,-0.0659479224804397,,0.0343149935824837,,,-0.1250988382612984,-0.0671544632917592
st_mv_aVR,0.0328148176720917,,-0.0266054338690123,-0.0509202213777944,,0.07448080698961,,,-0.100909778937066,-0.056174180875213
st_mv_V6,0.0859250183916329,0.0682543725747404,-0.0556960381471215,,,-0.0819947985051235,-0.0328640093902191,0.0240112108376502,0.1235458751084268,0.0657219069609278
t_mv_I,0.0619870615106314,0.0409589022756005,,0.0324243627271249,0.0337028045960279,-0.0847279660854307,-0.0390630916704577,,0.1378848199786024,0.0815891493089394
st_mv_V5,0.0778321673447893,0.0683522079385016,-0.0278466112683736,0.0236991184286896,,-0.0915486279272692,-0.0311849565257973,0.0393183497967786,0.1520931478249323,0.0817817744991585
st_mv_V4,0.0801704983001181,0.0621568406100611,,0.0435959203356155,,-0.0938652517509432,-0.0393804315007726,0.0476505966158272,0.1766915539447205,0.0915182194139118
st_mv_V3,0.0401564690398024,0.0331958200000691,0.033338277647039,0.0650405718389727,,-0.0952312779312238,-0.0249260637570018,0.0449053997604369,0.182394363701857,0.091150815434986
r_mv_V6,,,0.0964495420391507,0.0909470441560166,,-0.0713200011267732,-0.0450515544126967,0.0423670285064522,0.1689801767271965,0.0876883237114434
qt_ms,-0.0442661350836389,-0.0663022273246112,0.0481668817589389,,,,,0.0463287560732709,0.1886357313180048,0.1538080042927859
r_r_ms,-0.0847719398429058,-0.084181937484861,0.0900883875618006,0.0595127152611363,,,0.0239924046083298,0.0337014744029822,0.2664037422568313,0.2066894001403545
from_l_thigh_to_l_ankle_distance,0.0659323308208828,,0.1283813289444593,0.1398150285570805,,-0.0337058613995749,-0.0278837721574276,,0.1133318066312353,0.0623930934405392
from_r_thigh_to_r_ankle_distance,0.0620980631658787,,0.1270551145089997,0.138704094082948,,-0.0351194150507544,-0.0286749889624527,0.0291219633937864,0.1125534073078174,0.0615678259148278
r_mv_V4,-0.0928125331519531,-0.0702006904084372,0.1598222993425811,0.1246606431179137,,-0.0513889832071829,,0.0334980183618263,0.1211879870622228,0.0531225752873173
r_mv_V5,-0.0597278436692731,-0.0529870470945509,0.1404908376615075,0.1200261117250994,,-0.0604312126736003,-0.0328133175089882,0.0393887232144001,0.1578940145974948,0.0788134454099305
t_mv_V3,-0.0597933630451993,-0.0302791014257542,0.1181726284972028,0.1095470420839739,0.0259513092020846,-0.0778698700341969,,0.0501052899200373,0.169987888481001,0.1049034763033394
t_mv_V6,-0.080963878196049,-0.0457279803799469,0.1178127153132695,0.0994324562576651,0.0291178722367269,-0.0643919950098272,-0.0259996952472552,0.0437407021528557,0.1776853001497386,0.125353506479537
t_mv_V4,-0.0817497560283972,-0.044805201462217,0.1348519558097092,0.1239543176746089,0.0318921566954091,-0.0694890164560573,-0.0259847331747516,0.0569244866147025,0.1935277330997581,0.1209830918723049
t_mv_V5,-0.0871102018486497,-0.049129400501276,0.1279625947723701,0.1139472187499754,0.0305243141065357,-0.0634895033413497,-0.0257286072195028,0.0525665120567595,0.1940056997662525,0.126081484202141
p_ms,0.2073379612629397,0.123768372730156,-0.1678158485214166,-0.0768601718871341,,-0.0406094456732557,-0.0344590897371816,0.0355382705644911,0.0600085810939408,0.054486619247204
intima_media_th_mm_1_intima_media_thickness,0.1813007720631662,0.0528307925277999,-0.0935210150740897,-0.0548901526972708,,,-0.067010116381519,0.0819429822547131,,
intima_media_th_mm_2_intima_media_thickness,0.1769836543222881,0.0813740866373826,-0.131934286230216,-0.0810441326502442,-0.0387150185348245,,-0.055832548145882,0.0515043966992212,,
r_ms_V2,0.1327770344547544,0.0780115161201503,-0.1457835511767871,-0.0998592627182725,,-0.0332139116690413,-0.0347441245837716,,,-0.0332864896054626
t_mv_V1,0.1842610523393165,0.0726157058983924,-0.1565928737176323,-0.0592781127980856,,-0.0489353081539116,-0.0393659534280517,,-0.0336884924126847,-0.032526159191286
p_mv_I,0.1840288132571161,0.0936780898240855,-0.1526310933181755,-0.0872580167267416,,-0.0339440296249381,-0.0356602840812832,,,
r_ms_aVL,0.2003743134735343,0.0906120115729754,-0.1649043065047498,-0.0882006210532841,,,-0.0255164576244849,,,
pr_ms,0.1278365283902812,0.0455377211116446,-0.1186575676521686,-0.0628917154961135,,-0.0585900374710711,-0.0377469511887723,,0.0769077044848143,0.0551767903183169
t_mv_aVL,0.1567235116670862,0.0862859488948668,-0.0943457769378584,-0.0301707932060982,,-0.0754914203618871,-0.0514475582008527,,0.1259553306637069,0.0601330379192801
qrs_ms,0.1163854158800168,0.0812492025975207,-0.083381281561024,-0.0333135823681038,,-0.0667801591780046,-0.0251761775061943,,0.1339580353196453,0.0875814672663154
q_ms_I,0.0763560986449685,0.0589064609795913,-0.0510081756400022,,,,,0.048013985365663,0.0398874424134073,
st_mv_V1,0.0643074230748485,0.0373839763880857,,,,-0.0279596859760791,,0.0406008452897521,0.0601897317419208,
j_mv_V1,0.0434803775129192,0.0338886437111214,,,,,,0.0337765281236287,0.0559576005822855,
r_mv_V1,0.036383563310528,0.0355239045080242,,,,,,,0.03920140791455,
r_ms_aVR,0.0489503006361529,0.0390181979309952,-0.0296172062353114,,,-0.0331234331665915,,,0.045231737031979,
r_mv_V2,0.0938491051113619,0.0582754853763756,-0.0923732817108901,-0.0561612329051098,,-0.0387042084483367,-0.034162468609068,,,-0.0409336633632756
p_mv_aVL,0.0969649908107842,0.0600088862227159,-0.10332869914702,-0.0489206522692626,,,,-0.0319575002019022,,
r_ms_I,0.1165233782529056,0.0511662588694581,-0.0880757125739043,-0.0570708673185351,,,,,,
p_mv_V4,0.1023899593173537,0.0511686623895094,-0.0692090859412516,-0.0276469026474415,,-0.0451619931012784,-0.0484283783705671,0.0548340833976682,,
p_mv_V5,0.106879277587534,0.0565181029767964,-0.0800988556047907,-0.0483471439292252,,-0.048543831975501,-0.046176532403912,0.0575490534064557,,
p_mv_V6,0.0920907169117228,0.057892958554113,-0.0734901631528522,-0.0448054876327865,,-0.0467200164767758,-0.0571735084299433,0.0533472098255071,,
p_mv_V3,0.0890466316407836,0.0447527034467973,-0.0579143487079708,-0.0255825393316224,,-0.0460233492041478,,0.0335938234510711,0.0504752763486375,
r_ms_V1,0.0962887471139607,0.0603761493118606,-0.08978332476906,-0.0432296221832205,,-0.0296847251671471,-0.032821923463857,,0.0544434691562071,
l_ankle_index,0.0819539642145628,0.0467272110747785,-0.0675860294477444,-0.034094990436379,,-0.0273335960863215,-0.0279855078177452,0.0282044053058007,0.0595166536663888,0.0249546243616268
l_abi,0.0820786795465925,0.0467383764784615,-0.0675473793751105,-0.0339679309344719,,-0.0270570820246749,-0.0277392746332029,0.0282017244497417,0.0594701362830157,0.0250153801226611
r_abi,0.1017463930596609,0.0558812089315656,-0.0865577262486991,-0.0399913465128852,,-0.0486993380696611,-0.0275847702953373,0.0311579892397436,0.0660004587274744,0.0310908075801649
r_ankle_index,0.1016105647666678,0.0558692264037757,-0.0866032449402245,-0.0401289280014736,,-0.0490097456400215,-0.027848715684758,0.0311572476509006,0.0660490479982703,0.03102254881334
q_mv_I,-0.0846260322112346,-0.0587147746583929,0.0704773954236821,0.0395938702419553,,,,,,
r_ms_aVF,-0.103591992560423,-0.0497058749413459,0.0922295623715316,0.0612752631676468,,,,-0.0329953205496203,,
p_axis,-0.1367075626044084,-0.0707860061973897,0.1261604345986181,0.0663280342287076,,0.0290580557848211,,0.0666623004934886,,
p_mv_III,-0.0794563019600104,-0.0355161463700292,0.0884612180195065,0.0418158402433335,,,,0.0772371787177895,,
p_mv_aVF,-0.0861629905960319,-0.0435186724368883,0.0881863482394725,0.0399103874751222,,,,0.0765654232436641,-0.0278993107820058,
Artery_Average_width,-0.1975682589735535,-0.0950857947157831,0.1021600299741054,0.040364516830347,,,0.0351647013546297,-0.0797040020971555,-0.0327351515485701,
Vessel_density,-0.155069565854074,-0.0677983808408731,0.0602734639178538,0.0318345011271961,,,0.0334564721868578,-0.0626092819909978,0.0284950086471125,
Artery_Vessel_density,-0.1730338938967096,-0.0850537079527931,0.0835714374384904,0.048504295602218,,,0.0302139817636617,-0.056567562476192,0.0443355575182972,
Fractal_dimension,-0.119907099372396,-0.0428734722705349,0.0772699731833664,0.0673092732453926,0.0412338984519718,,0.0386338088750114,-0.0456291218658776,0.0893311421898906,0.044119985318367
q_ms_aVL,-0.1578075022910494,-0.0460396065104742,0.1458500196904761,0.0645422775931659,,,,,0.0496202951295059,0.0408760474046089
p_mv_II,-0.0401894100425402,,0.0451682250772689,,,,,0.0669335825585249,-0.0452809891163451,
q_mv_aVR,-0.0497201101019234,,,,,0.0536877412294368,,0.0449341679220162,,
s_mv_V1,,,-0.0815809787604758,-0.0607576106033668,,,,0.0303766248119198,-0.0424459856935549,-0.0335647110959511
Vein_Average_width,,,-0.0451727422944428,-0.0487025661293848,,,,,-0.0641539884209312,-0.0453402183530625
s_mv_aVR,,,-0.0454309335279984,-0.0359097224943378,,,,,-0.0518795019350679,
Tortuosity_density,0.0351073621261565,,-0.0440585355820567,,,0.0497081282226202,,,-0.0392872929175987,-0.0418980119436216
Artery_Tortuosity_density,0.0282226959460942,,-0.0374402317098183,,,,,,-0.0370830226251598,-0.0312808794895523
s_mv_aVL,0.0475635094610683,,-0.0501025506013899,,,,,,-0.0655178597960546,-0.0585027718987356
q_mv_aVL,0.0661865049329012,,-0.0634685843008796,,,,,,-0.0394189061348882,
q_ms_aVR,0.0544999751101987,,-0.047605384594592,-0.0421731767428223,,,,,,
r_mv_V3,,,,,,-0.0376745868232005,-0.0257308502426387,,,-0.0261216157850733
j_mv_aVF,0.0413446730691158,,-0.0502895228871352,,,-0.030114443076437,,,,
j_mv_III,0.0427135654835189,0.0318892483723147,-0.0395302752493934,,,-0.0306443014651419,,,,
j_mv_II,,,-0.0395094001247116,,,-0.0277310008105046,,,,
st_mv_III,0.0251456313706558,,-0.0407693540417815,,,,,,,
r_mv_aVR,0.0341980711919904,0.0360818117573508,,,,-0.0341264057067089,,,,
r_brachial_index,0.0414543676227242,,,,,,,,,
Disc_height,0.0388584980699434,,,,,,0.0274383513231133,,,
s_mv_aVF,-0.0431603621379125,,,,0.0360049597886248,,,,-0.0357304249160792,
participant_id,,,,,,,,,,0.0381939873920689
l_brachial_index,-0.0234367532755974,,,,,,,,,
r_ms_V3,-0.0362168605609334,,,,,,,-0.0278821533269126,,
j_mv_aVR,,,0.0285584312254128,,,,,,,
Disc_width,,0.0281210438899854,,,,,,,,
p_mv_V2,,,,,,,,,0.0271396066481357,
Vein_Tortuosity_density,,,,-0.0402174262940967,,,,,-0.0320390599937759,
Artery_Squared_curvature_tortuosity,0.0340996988495537,,,,,0.0364939810297346,,,-0.0347367744995409,
Artery_Distance_tortuosity,,,,,,0.0337887484917436,,,-0.0392090488725661,
s_mv_II,,,,,,,,,-0.0373059907450894,
Vein_Vessel_density,-0.0529194807453717,,,,,,0.0282991280028608,-0.047009857765254,,
j_mv_aVL,-0.045810214476899,-0.0367193777921163,0.0422476924126627,0.0236351469580999,,,,,,
intima_media_th_2_fit,-0.0766912650927548,-0.03413921468001,,,,,,,,
intima_media_th_1_fit,-0.0410574578506722,-0.0307653085186849,-0.0322611517740678,-0.0282053141327038,,,,,,
j_mv_I,-0.0313032331725567,-0.0485135333788868,,,,,,,,
j_mv_V4,,,,,,-0.0596601410188227,,0.0281157994088009,0.1039264932399219,0.0498525174587481
j_mv_V5,,,,,,-0.0505472097650261,,,0.0730537428767116,0.0355107914570109
j_mv_V6,,,,,,-0.0277158779027735,,,0.0423579002963038,0.0276132385535706
st_mv_aVF,,,,,,-0.0331217759379614,,,0.053195392111877,0.0324614188574917
st_mv_II,,,,0.0454056270885271,,-0.0558039866414605,,,0.084189784584134,0.051851289956734
t_mv_V2,0.0291828835524462,,,0.042068408408991,,-0.0896844004137763,-0.0273130245127935,,0.0939523933893235,0.0482230032417734
st_mv_I,-0.0337812451460499,,0.0466686285461749,0.0429327879087953,0.0333553803158621,-0.0750061884032162,,,0.0918097362505998,0.0493213349651124
j_mv_V2,,,0.0553911300441198,0.0298422264516096,,-0.0590349723644672,,,0.0785231694460146,0.0305513185391071
j_mv_V3,,,0.0389261964481665,0.0350155732413037,,-0.0631182911318358,,0.033411621359211,0.1188846996047342,0.0525810763252862
st_mv_V2,,0.0236565568446526,0.0475207023783112,0.041210949746503,,-0.0882987764940182,,,0.1115269938824419,0.0459074304677028
st_mv_aVL,-0.043872307347785,,0.0573190273581205,0.03620706002881,,-0.0519932275348112,-0.0304266451114865,,0.0393263130883316,
Artery_Fractal_dimension,-0.0858111915723671,-0.040905451413416,0.0398504866065007,0.0349851886987563,,,,,0.0686566120424081,0.0327525375711467
Vein_Fractal_dimension,-0.0572739452324165,,0.0332666383299113,0.0418607524887656,,,0.0450413287134147,-0.0378171080210249,0.0549145165052976,
p_mv_aVR,-0.0699720682247427,-0.0339502006664453,0.0500023365451061,0.0441229597983714,,,0.0336568709215787,-0.046489078014403,0.0414581991065053,0.0250447833253839
r_ms_V4,-0.0820339595101024,-0.0261308153605603,0.0790014604425743,0.0399366056104908,,-0.0428933868661846,,-0.0273091077533539,0.0929471530807014,0.0744845025156744
r_ms_V6,-0.0444634705995503,-0.0286514461741318,0.0467507414672658,,,-0.0235479487499214,,-0.0419336241516615,0.0407297485065068,0.0403814882080568
r_ms_V5,-0.0539015492375085,,0.0553025793285862,,0.0248640988936074,-0.0398685359570026,,-0.0378046174360797,0.0805903755899152,0.061975624377803
height,0.1175660756488022,0.0926637059684961,-0.0497472526693326,0.0322955301271321,,-0.1042990360204592,-0.05178116408282,0.0591525700631377,0.2327168659531479,0.1193832721803482
hand_grip_left,0.1177515023641055,0.0999623014667378,,0.069263691887031,0.0566049802194048,-0.0995420873893574,-0.0366759738314231,0.0439188192476123,0.2539104322576738,0.1400941320143768
hand_grip_right,0.1221833383382118,0.1011538854600556,-0.0226046403555537,0.0693290770288594,0.0425393663576295,-0.0961373700244244,-0.0388885885510615,0.048226203181747,0.2474599058040837,0.1312771372273474
body_comp_leg_right_lean_mass,0.3020940861742299,0.2127997265112158,-0.2139073347955488,-0.0790457465077605,0.0672321794773307,-0.1378372512339399,-0.0785225710125889,0.0312252503809481,0.2372280888774703,0.1227706046167905
body_comp_leg_left_lean_mass,0.3005887723600367,0.2109395427713518,-0.2113463501076545,-0.0776778232213582,0.0668723317407228,-0.135677152499706,-0.0799020079064281,0.0275467388604171,0.2387019444281856,0.1248293446880862
body_comp_arm_right_lean_mass,0.2517963054266016,0.1820763940495692,-0.1497119480578631,,0.058395316657289,-0.1264527192485561,-0.095755237959411,0.045257746494181,0.2618002845829019,0.1427905301914371
body_comp_arm_left_lean_mass,0.2570037663594698,0.1848513507508066,-0.1481257065521579,,0.0668280539962727,-0.1220372075766452,-0.093567324605552,0.0393954253455742,0.2635826079779268,0.1474176188059962
adrr,-0.0333840865871599,-0.0727437109174151,0.1566726303558104,0.1180499935281392,,,,0.0416045393558381,,
below_54,-0.0763986181768369,-0.0788972413014955,0.1426811412677935,0.0781152870330482,,,0.0313323486062422,0.0367207531899229,,
igc,-0.0529881888617722,-0.0979183122961396,0.1736537675741898,0.1329292214089533,,,0.0518055875845279,,,
grade_hypo,-0.0785065830008646,-0.1422704938997603,0.217547338632586,0.1701507698263368,,,0.074269870408538,,,
lbgi,-0.0745163357535714,-0.1410283074449561,0.2273310221326303,0.1804797172203072,,,0.0734953210251242,,,
hypo_index,-0.0770065918941986,-0.1317900453801375,0.2086939405545586,0.1569574318443004,,,0.0676178095612479,,,
below_70,-0.0798740156613325,-0.1288282046661231,0.1970567784719798,0.1476500545053877,,,0.0715539990915997,,,
grade_eugly,,,-0.0753746059637377,-0.0593554643577036,0.0496276362804001,,,-0.0374668134256454,,
in_range_63_140,,-0.0579180131959178,0.0362354296435255,,0.0704743252989772,,0.0363252698247326,-0.0316241806836777,,
SdHHMM,-0.0474810060543504,,0.0756804083642048,,-0.0802188990326888,0.0554421536596145,,,,0.0431773680241243
cv,,,0.0947518922102381,0.0665224850626802,-0.0566209792697152,,,0.0377648222294883,,
CV_Measures_Mean,,,0.0910150073688459,0.065225876109988,-0.063638723338457,,,0.0327808051885422,,
SdWSH,,0.0659262328788625,,,-0.0377063301858823,-0.0608118660200407,-0.090141935909031,0.0362383175729805,0.0591546970558034,0.0327626878389555
GVP,,0.0494750387855828,,,-0.0363858144123588,-0.0575807988384353,-0.0843118757571519,0.0381310564191393,0.064833596163979,0.0380699459471608
SD.Roc,,0.0478592990740307,,,-0.0389608429702129,-0.0551594313718563,-0.0825196918899947,0.0377436571714639,0.0644646187671127,0.0383536920412546
iqr,,0.065720909601449,,,-0.0452029040508951,,-0.0663573758238467,,0.0339069027149653,0.037971127009937
MAD,,0.0621431854812049,,,,-0.0331394078135192,-0.0623894853637333,,0.0420536780504545,0.0339674676104601
above_200,0.0513875885461281,0.078682150443807,-0.0666580636122712,-0.0723197137591771,-0.0316076814649177,,,,,0.0372335365551341
grade,,0.0608195716617641,-0.0569454281892561,-0.0458921855173253,-0.0509909425076892,,-0.0361316519644861,,,
m_value,,0.0740838584093844,-0.0718995806606723,-0.0562556893397217,-0.0596062320005235,,-0.0488739157466039,,,
mage,0.0641487294509478,0.0674287530595035,,,-0.0749343527201257,,-0.043167438884832,,,
sd,0.0566968953358888,0.0700689840857699,,,-0.0694832429407014,,-0.0536491645281718,,,
SdW,0.060143523251201,0.0687559721034125,,,-0.0751837636259322,,-0.0515211772844291,,,
above_250,,,,,,,-0.0410548015710711,,0.0336142169675798,
range,,0.0475881364403934,,,-0.0644549826721803,,,,,
CV_Measures_SD,0.0374629987798529,,,,-0.0347992629713963,,,,,
SdDM,,0.0386081085374243,,,,,,,,
bt__hba1c,0.2590958829678479,0.1462037399949564,-0.2574966393319064,-0.1820151277539811,-0.0493161250586501,,-0.0603713863398644,,,-0.0573900423725392
bt__glucose,0.2085135035546679,0.1535760381534003,-0.2181838832609596,-0.1352688188276375,,,-0.0558857284978929,,,-0.0625420336181697
Min.,0.0836083855787279,0.1297615854989846,-0.1835700652723488,-0.1243008147564204,,,-0.0537242810320815,,,
COGI,0.0640547980868273,0.1080829587023301,-0.1791159206800811,-0.1353978416525379,,,-0.0613128650220913,,,
in_range_70_180,0.0545695028376403,0.092208789989152,-0.1628688347591236,-0.122412340993529,,,-0.0569617709802463,,,
j_index,0.0884891535062381,0.147845228758478,-0.1996885616594498,-0.1596176226928853,-0.042788506995326,,-0.0868899194193743,,,
1st Qu.,0.0750363653897982,0.1416318828584249,-0.233005920051648,-0.1852405166017902,,,-0.0726415361171389,,,
AUC,0.0826134129855228,0.1489149727054058,-0.2217850390918369,-0.1768357336524534,,,-0.0800570558532497,,,
Mean,0.0823396576990537,0.1490651945539209,-0.2224213197036095,-0.1770323993945003,,,-0.0806510760200349,,,
ea1c,0.0823396576990537,0.1490651945539209,-0.2224213197036095,-0.1770323993945003,,,-0.0806510760200349,,,
gmi,0.0823396576990537,0.1490651945539209,-0.2224213197036095,-0.1770323993945003,,,-0.0806510760200349,,,
Median,0.0792486163306963,0.1459788654508212,-0.2271553095060204,-0.1822625728799323,,-0.0347332334282511,-0.0781525471072405,,,
3rd Qu.,0.0805113119736117,0.1485981783298314,-0.2077531436824408,-0.166987307532805,,-0.0314624575441916,-0.0882398531373113,,,
above_180,0.0614366348358682,0.0997736854858763,-0.1091586387030551,-0.0910209258623364,-0.0447898465478112,,-0.0435401577274692,,,
Max.,0.058745371546826,0.1084934588338121,-0.1124479060237034,-0.0950711406682899,-0.0670937599517958,,-0.0590835403379702,,,
hbgi,0.0875412009456138,0.1357923263823043,-0.1642372630935314,-0.1295080336817443,-0.0642576080525,,-0.0781647336620846,,,
hyper_index,0.0810949245932383,0.1211134809151347,-0.138598311572859,-0.1085445887758751,-0.0735523722190753,,-0.068555264372915,,,
grade_hyper,0.0929525601097364,0.1261399916185353,-0.1464530108683739,-0.1106565147760589,-0.0710754823261799,,-0.0700287877490286,,,
above_140,0.0854289033384674,0.1296732760167826,-0.1535913822378899,-0.1163200769833725,-0.0733868557260263,,-0.0724633897261878,,,
MAG,0.0781414829377764,0.0868157307614058,-0.0498552479439652,-0.0421419247304757,-0.0634493340934692,-0.0374788872981902,-0.0845718409151688,0.0455947463513342,,
MODD,0.122664207249558,0.1126926392514331,-0.0837123456803469,-0.042209071203259,-0.0442442680629249,-0.0575372578476271,-0.0879955560774294,,0.0361858910628558,
SdB,0.0973268452985668,0.1020456948901093,-0.0706907096188692,-0.041476697104014,-0.0474730844669644,-0.0371422580423153,-0.0710788874616542,,,
Conga,0.1203292928589006,0.1069533018034497,-0.0758736025623822,-0.0406084332301347,-0.0530226811731137,-0.0405389001557329,-0.0824604179666281,,,
SdBDM,0.1202934727032052,0.1114364590477848,-0.0823475074510661,-0.0505163045329618,-0.0500201182302856,-0.0421023155684445,-0.0780738817864363,,,
bt__rdw,0.0340659543326812,0.0411361216128271,-0.0992613207726738,-0.0967408408656769,-0.0293245166178705,,-0.0234216811154199,0.0280098852931434,-0.0712109482378751,-0.0364372042842814
bt__mchc,0.0287530846424931,0.0328383427864963,-0.0814310587346939,,,-0.0428576633617774,,,0.0689200993647689,
bt__mcv,-0.0879618197634273,-0.0793068913293355,,,-0.0311999468470486,0.04342816018725,0.0233094637576268,,,0.0331313492651313
bt__mch,-0.0627248875819806,-0.0523570193091124,-0.0343575640700959,-0.0276935655108578,,,,,0.0627734279068601,0.0332030906790847
bt__ferritin,0.2370441288562265,0.1307778144410474,-0.2160717371275187,-0.0533209237725846,0.0397768215051843,-0.0567568976958634,-0.0395661475363639,0.0357878703995794,0.0842104957862913,
bt__rbc,0.2934309136888937,0.182050472681603,-0.2045191968912805,-0.034959222413084,,-0.082223361189261,-0.0689916122379412,0.0626028403529312,0.1311667919666677,0.0551524583772575
bt__hct,0.2930640416192326,0.1587271619759773,-0.2396762289229193,-0.0525349081830787,,-0.0697999844319572,-0.065926282727953,0.0696953972049051,0.1592111277545094,0.0715923890928721
