,AHI,snore_db_mean,saturation_mean,desaturations_mean_nadir,percent_of_supine_sleep,total_sleep_time,sleep_efficiency,variability_between_sleep_stage_percents,hrv_time_rmssd_during_night,hrv_time_rmssd_during_wake
Lipids_POS_755.6277_399.9461_321.6564,,,,,,0.0570364072369816,,,,
Lipids_NEG_899.7203_406.9171_337.0025,,,,,,0.058374888354519,,,,
Lipids_POS_622.4434_267.3658_272.4167,,,,,,0.0583626514764465,,,,
Lipids_POS_858.6297_288.3839_321.3634,,,,,,0.0603944247222345,,,,
Lipids_POS_675.6752_275.9024_302.4344,,,,,,0.0619645601832131,,,,
Lipids_POS_848.5761_315.2326_314.5910,,,,,,0.0627180637942791,,,,
Lipids_NEG_297.2437_181.0794_184.3261,,,,,,0.0439558352774064,,,,
Lipids_POS_842.5887_277.8722_312.9243,,,,,,0.0539221837030421,,,,
Lipids_POS_368.4246_282.4012_226.3722,,,,,,0.0518741202529515,,,,
Lipids_NEG_425.3628_307.3415_220.7357,,,,,,0.0513032507794599,,,,
Lipids_NEG_878.5902_331.6454_323.2081,,,,,,0.0510861880203283,,,,
Lipids_POS_852.5529_294.5806_305.9533,,,,,,0.0484232774129211,,,,
Lipids_POS_645.5596_397.9911_296.5257,,,,,,0.0497703640335014,,,,
Lipids_POS_975.7739_407.4706_353.2466,,,,,-0.0484214173575784,0.0494344937533885,,,,
Lipids_POS_951.7732_412.1897_348.8896,,,,,-0.0492764220286389,0.0536438487007365,,,,
Lipids_NEG_922.6513_364.7941_332.1505,,,,,-0.0535436567424491,0.0695847061552556,,,,
Lipids_POS_671.5751_400.9453_301.9914,,,,,-0.0691285927903966,0.0712327170001956,,,,
Lipids_NEG_806.5997_397.6340_305.4278,,-0.073995505642229,,,-0.0517158974734514,,,,,
Lipids_POS_854.6372_339.1832_324.0791,,-0.0515361858284643,,,-0.0668850768695676,,,,,
Lipids_POS_824.6186_356.8273_314.9386,,-0.0474970485071965,,,-0.0730626323069684,,,,,
Lipids_POS_723.5500_289.8195_289.5339,,,,,-0.0733471076672376,,,,0.0493023123415103,
Lipids_POS_765.9860_173.7178_438.2388,,,,0.0515843639512751,-0.067077576208279,,,,,
Lipids_NEG_677.4988_303.4367_281.2268,,,,0.0420232294829915,-0.0571094452431194,,,,,
Lipids_NEG_941.7792_449.1311_350.9715,,,,0.0532086236709546,-0.0496435140600788,,,,,
Lipids_NEG_830.5547_284.4832_308.6551,,,,,-0.0433271103979945,,-0.0436738735533942,,,
Lipids_NEG_896.6379_365.0555_327.8392,,,,,-0.0658034499697121,,-0.0443810277444375,,,
Lipids_POS_1019.8935_490.1677_375.9830,,,,,-0.0886400929351114,,,,,
Lipids_NEG_787.6081_364.0073_301.9747,,,,,-0.0518080371060995,,,,,
Lipids_POS_416.2514_37.3609_193.6185,,,,,-0.0511746103725027,,,,,
Lipids_NEG_499.3791_307.8304_263.1091,,,,,-0.0525159617857152,,,,,
Lipids_NEG_579.4409_339.1136_274.3994,,,,,-0.0534775319305077,,,,,
Lipids_NEG_539.4100_322.2103_267.1253,,,,,-0.0529607830945901,,,,,
Lipids_POS_758.5607_285.0006_296.7224,,,,,-0.0532163651861333,,,,,
Lipids_NEG_204.9809_36.9972_130.5195,,,,,-0.0567302101944565,,,,,
Lipids_NEG_537.3790_309.7489_232.8823,,,,,-0.05702182854483,,,,,
Lipids_POS_864.6460_364.7446_323.2965,,,,,-0.0554304124254643,,,,,
Lipids_POS_895.2037_416.2576_335.7448,,,,,-0.0550509848572865,,,,,
Lipids_POS_953.7890_422.5644_352.0154,,,,,-0.0549892511029359,,,,,
Lipids_POS_763.6337_396.7840_319.7102,,,,,-0.0434844065275905,,,,,
Lipids_NEG_883.5338_305.7370_311.9792,,,,,-0.0500679572782591,,,,,
Lipids_NEG_355.2848_221.9340_200.9558,,,,,-0.0492905912711266,,,,,
Lipids_NEG_862.5819_301.7128_316.5692,,,,,-0.0488610981731098,,,,,
Lipids_POS_1920.4168_332.9789_774.0579,,,,,-0.0490324384342821,,,,,
Lipids_NEG_619.4721_353.3843_281.6718,,,,,-0.0455456905640741,,,,,
Lipids_POS_932.6232_282.5190_336.1455,,,,,-0.0474389100678766,,,,,
Lipids_POS_955.8045_433.6478_354.5816,,,,,-0.0467149618087707,,,,,
Lipids_POS_745.6221_398.3505_314.3502,,,,,-0.0748022183887544,,,,,
Lipids_NEG_671.4876_345.3999_295.7412,,,,,-0.0639675890502861,,,,,
Lipids_NEG_834.5528_283.1246_308.4939,,,,,-0.0669551901596181,,,,,
Lipids_POS_650.3775_198.8216_255.9812,,,,,-0.0686152973877236,,,,,
Lipids_POS_704.5949_396.8232_308.0607,,,,,-0.0696811168145511,,,,,
Lipids_NEG_936.5935_347.4842_337.4028,,,,,,,0.0493666556178273,-0.0557187741255781,,
Lipids_NEG_950.6090_347.6635_340.3941,,,,,,,0.0415834535585361,-0.0463970542812342,,
Lipids_NEG_743.5284_328.0506_307.8592,,,,,,,,-0.0609381660747244,,
Lipids_POS_966.7314_468.1521_346.3066,,,,,,,,-0.0619110777478602,,
Lipids_NEG_844.5694_289.3085_312.5522,,,,,,,,-0.0442419248565094,,
Lipids_POS_427.2221_107.0969_199.1782,,,,,,,,-0.0513254880454876,,
Lipids_NEG_595.5418_353.9436_275.2413,,,0.0456252309664504,,,,,-0.0457916639729289,,
Lipids_POS_482.4562_310.8796_251.0345,,,0.0659319750248113,,,,,-0.0584324279667387,,0.0439334026288848
Lipids_NEG_959.7173_364.8740_343.9132,,-0.0514722010430861,,,,,,,,
Lipids_NEG_277.1446_88.5736_172.4116,,-0.0460873412730413,,,,,,,,
Lipids_POS_714.6023_383.7989_305.1899,,-0.0477581744440668,,,,,,,,
Lipids_POS_957.7855_453.3775_354.8487,,-0.0560817570790505,,,,,,,,
Lipids_NEG_696.6132_382.9406_295.8385,,-0.0622069530210331,,,,,,,,
Lipids_POS_706.6125_401.3376_309.3993,,-0.0600977368682905,,,,,,,,
Lipids_POS_897.3317_426.2582_338.4130,,-0.0610990622718281,,,,,,,,
Lipids_NEG_303.2323_436.0837_189.7156,,-0.0529075865055716,,,,,,,-0.0564427046072211,
Lipids_POS_831.6946_379.4069_327.6679,,-0.0625788556015662,,,,,,,-0.0472722771508339,
Lipids_NEG_783.5755_339.8129_317.3366,-0.0506290635112032,,,,,,0.0480202499266785,,-0.0530884622353287,
Lipids_POS_723.5402_312.4560_294.0934,,,,,,,0.0527472584761368,,-0.0661491776748897,
Lipids_NEG_255.8219_33.2194_130.6976,,,,,,0.0462891638293237,0.0600807926586166,,,
Lipids_NEG_1007.6641_381.5799_348.3008,,,,,,,0.089295566765027,,,
Lipids_POS_840.6217_329.6491_321.0571,,,,,,,0.0595970983562049,,,
Lipids_POS_711.5666_401.0671_308.6880,,,,,,,0.0618228576683689,,,
Lipids_POS_864.8904_322.5641_324.3359,,,,,,,0.056114342004947,,,
Lipids_POS_554.9053_531.8878_196.5589,,,,,,,0.0539128905308716,,,
Lipids_NEG_771.1145_294.7779_269.9069,,,,,,,0.0535296745109737,,,
Lipids_NEG_844.5614_347.7663_317.8324,,,,,,,0.0537159273024448,,,
Lipids_POS_246.1237_38.9002_155.8055,,,,,,,0.0514836426112406,,,
Lipids_NEG_891.7196_449.9719_333.5717,,,,,,,0.0497546953799068,,,
Lipids_POS_1046.8429_342.6214_389.7815,,,,,,,0.0504386752683271,,,
Lipids_POS_901.7242_431.7923_338.0081,,,,,,,0.0481039527750637,,,
Lipids_POS_806.5660_337.3017_308.3179,,,,,,,0.0465420699303008,,,
Lipids_POS_703.5375_249.8519_290.2209,,-0.0505082422687698,,,,0.0565046429170089,0.061182038341214,,,
Lipids_POS_745.5835_292.3168_299.6054,,-0.0563436159781707,,,,,0.0548942089463103,,,
Lipids_POS_663.9365_373.8237_285.5304,,,,,0.0492501857130425,-0.0642671955706275,-0.0447516363135725,,,
Lipids_POS_703.5622_392.1774_307.0829,,,,,0.0634702765314288,-0.0598745692673789,,,,
Lipids_NEG_594.7270_358.7827_241.4215,,,-0.0484233363862592,,0.0522464226506565,,,,,
Lipids_POS_809.6483_390.8532_246.7651,,,-0.0630487076128972,,0.0618793668672923,,,,,
Lipids_POS_616.4621_139.8875_252.3982,,,,,0.089262608609447,,,,,
Lipids_POS_504.4070_325.5698_251.1109,,,,,0.0886297342236061,,,,,
Lipids_NEG_366.9002_65.7281_173.6672,,,,,0.062945377989169,,,,,
Lipids_POS_379.1513_99.6629_194.4635,,,,,0.0609045285468253,,,,,
Lipids_POS_515.4130_342.6834_259.5411,,,,,0.0421938191604003,,,,,
Lipids_NEG_664.4183_314.0529_269.6301,,,,,0.043608702252626,,,,,
Lipids_POS_616.5319_388.4366_278.3360,,,,,0.0429617745946979,,,,,
Lipids_POS_572.4362_140.8889_243.7191,,,,,0.0461813410951679,,,,,
Lipids_POS_528.4102_141.8467_233.7614,,,,,0.0453036612665454,,,,,
Lipids_POS_737.6183_391.0610_326.4396,,,,,0.0447251179774022,,,,,
Lipids_POS_872.7685_535.0174_335.9640,,,,,0.0521269775888551,,,,,
Lipids_POS_1263.1687_448.0014_447.7105,,,,,0.0531704258639091,,,,,
Lipids_NEG_863.1259_346.1462_290.4771,,,,,0.0480844400074241,,,,,
Lipids_POS_440.3578_143.9324_217.6192,,,,,0.0485706715103351,,,,,
Lipids_NEG_920.5635_328.1697_331.4783,,,,,0.0496767741702127,,,,,
Lipids_POS_484.3839_143.0863_225.8033,,,,,0.0510093116545357,,,,,
Lipids_NEG_1248.2187_481.6932_345.6677,,0.0522013471928466,-0.0517677601768587,-0.0672354842560775,,,,0.048155528749463,,
Lipids_POS_1327.2236_455.9953_356.0422,,0.0765609306670959,-0.0866318995695936,-0.0653611308801858,,,,,,
Lipids_NEG_1025.1617_446.2488_313.1320,,0.0495717188350042,-0.0512855766585984,-0.0569609484150565,,,,,,
Lipids_NEG_921.1495_386.0353_299.3235,,0.044362606183102,-0.0635699539163675,-0.0585112740032903,,,,,,
Lipids_POS_912.1952_345.9372_291.4062,,0.0537802688967424,-0.0654941926366211,-0.0644561643315895,,,,,,
Lipids_POS_204.1230_34.3996_144.5091,,,-0.0690156381938461,-0.051628949926447,,0.0454806703982807,,,,
Lipids_NEG_935.1112_383.8811_305.7397,,,-0.0623550185937624,-0.0621285917811934,,,,0.0462466394376215,,
Lipids_POS_832.5804_347.7620_242.8238,,,-0.0652117268792448,-0.0477631702456926,,,0.0428704879819871,,,
Lipids_NEG_773.1099_422.0716_273.7986,,,-0.0803986059096337,-0.068269122192157,,,,,,
Lipids_POS_1220.3368_322.8809_574.3403,,,-0.0855979732689357,-0.0571294500932352,,,,,,
Lipids_POS_984.2351_422.1153_301.5322,,,-0.0682195150160839,-0.0631368830357225,,,,,,
Lipids_NEG_1055.2447_437.3736_317.4609,,,-0.0644201555486806,-0.0606692456926935,,,,,,
Lipids_NEG_1085.1280_382.3043_326.2380,,,-0.0659657230946328,-0.0592937063006219,,,,,,
Lipids_POS_924.2685_421.7756_292.8571,,,-0.0665180458414706,-0.0586374878191265,,,,,,
Lipids_NEG_1308.1844_486.6643_355.5747,,,-0.0579541333411147,-0.0494529277830284,,,,,,
Lipids_NEG_803.1563_343.7035_281.3930,,,-0.0651090065724416,-0.0490266624284456,,,,,,
Lipids_NEG_1025.2151_402.7135_311.5156,,,-0.051404010486846,-0.0607787516349033,,,,,,
Lipids_POS_949.2626_411.3239_296.8707,,,-0.049815460288767,-0.0616902249179881,,,,,,
Lipids_POS_1458.3004_488.6024_375.0579,,,-0.0499212591696624,-0.0621331197874044,,,,,,
Lipids_NEG_1025.1617_419.6578_314.4243,,,-0.0543651341879322,-0.0612259058187224,,,,,,
Lipids_NEG_1115.2119_444.6408_328.1233,,,-0.0540101910399212,-0.0590572494135184,,,,,,
Lipids_NEG_1248.2182_474.0514_347.2162,,,-0.052336442212999,-0.0695385040961461,,,,,,
Lipids_NEG_683.0617_407.7688_267.0363,,,-0.0566329184451967,-0.065681759017047,,,,,,
Lipids_NEG_337.3109_293.3564_198.9422,,,-0.0502879284018741,-0.0435511714220365,,,,,,
Lipids_NEG_581.1035_371.9427_236.1409,,,-0.0520579122478902,-0.044175193397608,,,,,,
Lipids_NEG_953.1218_397.4579_306.9770,,,-0.0416733357769741,-0.0537531039526057,,,,,,
Lipids_NEG_1085.1283_420.1522_325.9417,,,-0.042167976582347,-0.0581429609580756,,,,,,
Lipids_NEG_949.1623_436.6013_299.1305,,,-0.0461162719454131,-0.0484378554615581,,,,,,
Lipids_NEG_893.1555_345.6544_294.3264,,,-0.0477440749449056,-0.0516305751912059,,,,,,
Lipids_NEG_1115.2119_439.4139_328.1108,,,-0.0459132107167917,-0.0533882425307238,,,,,,
Lipids_POS_609.4985_346.3612_289.5100,,,-0.0510117746921322,-0.0521523969720718,,,,,,
Lipids_POS_984.2350_407.9552_303.7627,,,-0.0544081190285881,-0.054940730092974,,,,,,
Lipids_POS_1190.7833_321.1333_383.4875,,,,-0.1076223747214781,,,,,,
Lipids_NEG_884.5995_298.5957_324.5377,0.0531144192177948,,,-0.044387502815517,,,,,,
Lipids_POS_842.5783_290.3154_292.9682,0.0433128695672233,,,-0.046418142863272,,,,,,
Lipids_POS_1237.1738_441.7168_341.7711,,0.0449689220402719,,-0.0599214607893057,,,,,,
Lipids_NEG_313.0778_405.0004_335.9667,,,,-0.0430400863753549,,,,,,
Lipids_NEG_821.1151_299.7575_281.4532,,,,-0.0421195196959336,,,,,,
Lipids_NEG_821.1151_321.4995_280.7459,,,,-0.041419769131688,,,,,,
Lipids_NEG_639.1274_323.5964_247.6423,,,,-0.0413746027579322,,,,,,
Lipids_NEG_951.2332_421.2125_301.2430,,,,-0.044820710793469,,,,,,
Lipids_POS_686.1803_347.2884_244.5179,,,,-0.0448623968335174,,,,,,
Lipids_POS_1500.2569_530.4744_377.3017,,,,-0.0460049703477168,,,,,,
Lipids_POS_1560.2234_525.6067_387.6004,,,,-0.0465619742796204,,,,,,
Lipids_NEG_1037.2873_448.6119_348.0396,,,,-0.0561081552581664,,,,,,
Lipids_NEG_1011.1985_423.9383_311.8910,,,,-0.0562818820100278,,,,,,
Lipids_NEG_953.1209_363.2031_304.1540,,,,-0.053024524768042,,,,,,
Lipids_POS_687.5681_397.2169_307.8358,,,,-0.054511176315392,,,,,,
Lipids_NEG_1013.0869_346.2631_322.4221,,,,-0.0538523266025066,,,,,,
Lipids_NEG_1013.0873_388.0965_317.4193,,,,-0.0540291638885803,,,,,,
Lipids_POS_1459.2303_530.3125_372.9550,,,,-0.0515573124453758,,,,,,
Lipids_NEG_935.1102_388.4869_306.3107,,,,-0.0506059103069371,,,,,,
Lipids_POS_801.2260_371.0571_267.2967,,,,-0.0509664826647044,,,,,,
Lipids_NEG_1085.1804_398.0041_323.0452,,,,-0.0494832840102078,,,,,,
Lipids_NEG_1248.2184_508.3215_344.6646,,,,-0.0487525559971217,,,,,,
Lipids_NEG_671.0996_311.4222_258.3588,,,,-0.0484539687880946,,,,,,
Lipids_NEG_1440.1907_529.9887_365.3517,,,,-0.0485604161202641,,,,,,
Lipids_POS_984.2348_392.7339_304.9316,,,,-0.0479740866685231,,,,,,
Lipids_POS_1410.2065_518.5406_362.0167,,,,-0.047547581044853,,,,,,
Lipids_NEG_731.0646_403.6493_269.0306,,,,-0.0751038254316357,,,,,,
Lipids_POS_1044.2012_414.4767_311.6654,,,,-0.0748135296441987,,,,,,
Lipids_NEG_1368.1505_461.8938_369.8291,,,,-0.0666717332583613,,,,,,
Lipids_POS_848.2703_413.7039_278.9011,,,,-0.0630728518002135,,,,,,
Lipids_NEG_893.1557_385.4269_294.1875,,,,-0.0614042310047616,,,,,,
Lipids_NEG_1500.1571_526.4892_378.3184,,,,-0.0617477391692207,,,,,,
Lipids_POS_826.5701_366.8761_314.5860,,,-0.074921304046746,,,-0.0608062591690488,,,,
Lipids_NEG_760.5282_345.0052_291.2426,,,-0.070330113306629,,,,-0.0493335950565323,,,
Lipids_NEG_749.5717_380.9442_311.7324,,,-0.0548082463697685,-0.0435237614961025,,,-0.0634738590020148,,,
Lipids_POS_598.3495_169.5913_246.7104,,,-0.0622148889475232,,,,,,,0.0583360677365668
Lipids_POS_820.5838_331.5495_311.7146,,,-0.0432484382584808,,,0.0491885886363104,,,,
Lipids_NEG_1018.8784_469.5168_368.9907,,,-0.0605631108440319,,,0.0660271781896413,,,,
Lipids_POS_828.5501_322.7284_312.0146,,,-0.0640753118389657,,,0.0502821173927734,,,,
Lipids_POS_772.5250_345.8077_296.4875,,,-0.083057322509109,,-0.0495166163498039,,,,,
Lipids_POS_679.3632_278.7468_300.5752,,,-0.0425753196833194,,,,,,,
Lipids_POS_817.1919_368.5812_276.2322,,,-0.0433648834613434,,,,,,,
Lipids_POS_832.5811_347.5425_316.7858,,,-0.0448274058436228,,,,,,,
Lipids_NEG_724.6435_390.2486_303.8400,,,-0.0451922381000703,,,,,,,
Lipids_POS_521.1176_298.4164_215.3837,,,-0.0450502763140423,,,,,,,
Lipids_POS_954.1512_384.0044_299.5804,,,-0.0471561461849583,,,,,,,
Lipids_NEG_743.1389_342.7459_267.0840,,,-0.046377742657524,,,,,,,
Lipids_NEG_743.1387_356.9747_270.2910,,,-0.046381474702089,,,,,,,
Lipids_POS_892.6375_319.9420_328.9052,,,-0.0550039984828811,,,,,,,
Lipids_NEG_655.4205_278.6351_270.5046,,,-0.0572935203013256,,,,,,,
Lipids_POS_264.2683_413.7679_191.3789,,,-0.0569636963141761,,,,,,,
Lipids_NEG_653.0879_325.4889_259.9826,,,-0.0486422551904101,,,,,,,
Lipids_NEG_803.1050_354.8854_282.0673,,,-0.0502054973725377,,,,,,,
Lipids_POS_859.2488_430.3935_281.4481,,,-0.0491886489261465,,,,,,,
Lipids_NEG_789.1422_327.1040_274.6604,,,-0.0496405031330643,,,,,,,
Lipids_POS_772.5478_312.7962_299.3659,,,-0.0497173820136574,,,,,,,
Lipids_POS_774.2513_408.3879_265.7632,,,-0.0536661367797735,,,,,,,
Lipids_NEG_732.4814_319.4744_287.4306,,,-0.0532847883065381,,,,,,,
Lipids_NEG_683.0616_421.9014_268.3438,,,-0.0529042232624314,,,,,,,
Lipids_POS_826.5945_315.5348_311.3456,,,-0.0515319358892347,,,,,,,
Lipids_POS_902.3934_268.8022_335.1012,,,-0.0525079625913723,,,,,,,
Lipids_NEG_876.6108_335.6667_322.4899,,,-0.0522024498662497,,,,,,,
Lipids_POS_790.5746_331.7350_307.4883,,,-0.0520340574490871,,,,,,,
Lipids_NEG_770.5118_322.8594_288.6585,,,-0.0825149738092074,,,,,,,
Lipids_POS_802.5707_378.7888_307.4082,,,-0.088591902272733,,,,,,,
Lipids_POS_969.7817_381.4711_354.8304,,,-0.0858420127863421,,,,,,,
Lipids_NEG_490.9983_377.2816_228.2092,,,-0.0671771271553799,,,,,,,
Lipids_POS_358.3677_220.7074_217.4493,,,-0.0630102716978518,,,,,,,
Lipids_POS_554.2872_163.0019_227.6447,,,-0.0718771874225441,,,,,,,
Lipids_NEG_830.5301_346.4350_310.1864,,,-0.0763633099382123,,,,,,,
Lipids_NEG_731.0648_422.1989_268.7109,,,-0.0769406822671377,,,,,,,
Lipids_NEG_521.2904_358.8416_224.8959,,,,,,0.0499548847527323,,,,-0.0620011791161976
Lipids_POS_886.6609_312.3347_327.2432,,,,,,,,,,-0.0852949751559024
Lipids_NEG_347.2585_221.2846_198.8404,,,,,,,,,,-0.0588300130877787
Lipids_NEG_857.5197_256.1125_322.6314,,,,,,,,,,-0.0504206328897023
Lipids_POS_690.1394_263.4226_256.5770,,0.0637111779766254,,,,,,0.0630679967425542,,
Lipids_POS_1061.8069_309.3652_384.2473,,0.0552170530509199,,,,,,0.0424370780008206,,
Lipids_POS_950.8365_473.1073_358.8494,,0.0579823230449832,,,-0.0514018194033184,,,,,
Lipids_NEG_179.0572_37.5462_132.3456,,0.047198863112296,,,,,,,,-0.0441573074036872
Lipids_NEG_479.3036_528.3656_247.9733,,0.0513516206082905,,,,,,,,-0.0524677308507533
Lipids_NEG_239.0587_502.1753_418.1347,,0.0575128566032245,-0.0467518477207336,,,,,,,
Lipids_NEG_502.2931_175.4045_224.9066,,0.0794993662155784,,,,,,,,
Lipids_POS_983.7485_384.1492_348.7236,,0.0788957781492962,,,,,,,,
Lipids_NEG_223.0277_497.2621_153.0585,,0.0485778791120677,,,,,,,,
Lipids_POS_776.2314_344.8511_261.4583,,0.0439852558543665,,,,,,,,
Lipids_NEG_609.5569_363.2620_278.5140,,0.0653314828426251,,,,,,,,
Lipids_NEG_279.2323_489.5487_182.2569,,0.0552047497927808,,,,,,,,
Lipids_NEG_297.2795_279.0646_188.8481,,0.0604722219949383,,,,,,,,
Lipids_POS_875.2441_392.3011_284.5570,,0.0577293674280586,,,,,,,,
Lipids_POS_774.2516_395.4859_264.4737,,0.0573718546193489,,,,,,,,
Lipids_POS_991.8629_473.4783_369.5970,,0.0572183946341664,,,,,,,,
Lipids_POS_429.2399_269.4288_223.4532,,0.0589140707383271,,,,,,,,
Lipids_NEG_581.0480_421.6013_241.5921,,0.0583823268640017,,,,,,,,
Lipids_POS_948.8207_458.1064_355.9326,,0.0582069449152847,,,,,,,,
Lipids_POS_906.2577_459.3428_281.0379,,0.058209189289674,,,,,,,,
Lipids_POS_1596.1016_326.0687_480.2503,,,-0.0527175337479406,-0.0518022821426473,-0.0714489723274223,0.0850268176567477,,0.0813469871834992,-0.076929003418559,
Lipids_POS_818.5684_317.5005_308.1696,-0.0665427031999662,,0.0581636219010086,,-0.0501443602659573,0.0512925452873362,,,,
Lipids_POS_623.5390_401.9259_293.0691,-0.0436592957656163,,0.0752169479093691,,-0.0453085496508362,0.0830480527332893,,,,
Lipids_NEG_890.5911_325.7673_322.6151,-0.0667227410851479,-0.0472695690600894,,,-0.0544363653345992,0.0586676854732713,,0.0538000529542979,,
Lipids_POS_890.6371_325.6417_327.1090,-0.044851960122185,-0.0421533486637719,,,-0.053931530369059,0.0647385388465215,,0.0506407314822566,,
Lipids_POS_816.5731_287.0666_308.8072,,,,,-0.0581441722333012,0.0658701648056858,,0.0589657288803719,,
Lipids_POS_790.5388_328.6728_291.3753,,,,,-0.0471097038259001,0.0688410380556556,,0.0507920921710424,-0.0560396701621911,
Lipids_POS_822.5622_284.9937_309.7491,,,-0.0723793338475059,,-0.0620308395338801,0.0594196459282087,,,,
Lipids_POS_820.5458_296.7817_306.4205,0.0660748215610063,,,,-0.0711932207861136,0.0733831144311217,,0.0636866505133383,,
Lipids_POS_595.4706_406.1756_262.7249,0.0625060433270292,,,,-0.0573047522392744,0.0833955438134608,,,,
Lipids_NEG_516.4187_310.8468_246.5954,-0.0944987999829158,,0.1009470401236275,,,,0.0517566660639456,-0.0827840515540315,0.0833262897193459,
Lipids_NEG_894.2031_367.6243_304.4143,-0.08273414279399,,,,0.0655355329056559,,0.0731381768952305,,0.059642934199183,
Lipids_POS_861.6674_346.4153_331.7658,-0.0809000928718029,-0.0435812284671108,,,,0.0637592886423225,0.0776446862063706,-0.0437965756684163,,
Lipids_POS_879.7398_451.8012_336.5637,-0.0736835642760611,,,,,,0.0938691578422625,,,
Lipids_NEG_395.1892_48.4431_209.7744,-0.0637297237830265,,0.1123272208510637,0.084865411049598,,,,,0.1693365854023644,
Lipids_NEG_367.3575_336.5891_209.8514,-0.0575760884352328,,0.0458667562603582,,,,,,0.0954675540571407,0.0709544749283204
Lipids_NEG_906.5829_339.9244_334.1788,-0.0765478846830674,,0.0750761076801061,,,,,,0.1173584768339211,0.0834502830257233
Lipids_POS_545.4338_325.7652_260.0182,,,0.0529940831550969,,,,0.0470328638593509,,0.0807046577180725,0.0456591980095142
Lipids_POS_927.7397_433.8012_344.9688,-0.0590116411865587,,,,,,0.0513270139269782,,0.0558638623865337,0.0567787346775469
Lipids_NEG_538.3512_189.0391_252.6322,,,0.0813182083917948,0.0878145709514614,,,,,0.1115823061294245,0.0537126438392339
Lipids_POS_480.3445_188.9594_234.8583,,,0.0954472999785633,0.1026666718751998,,,,,0.1214318255951071,0.0673483588785956
Lipids_NEG_622.3329_166.6318_266.8230,,-0.0761058430795344,0.0819934964557599,0.0872187178038874,,,,,0.0949670370689582,
Lipids_NEG_652.4913_308.4482_280.2903,,-0.0550362471733291,0.0574030913833627,0.0595473690587008,,,,,0.0579711008379524,
Lipids_NEG_584.3822_203.4664_260.1787,,,0.0701917935641411,0.0657157303925509,,,,0.0739768355484963,0.0718589994348973,
Lipids_POS_524.5789_203.6778_248.1033,,,0.0694372433197696,0.0959545425527013,,,,0.0585228828313619,0.0508346764476996,
Lipids_POS_824.6264_339.5250_320.5186,,,0.0473876435489796,0.0445597022965644,,,,,0.0795823373826692,0.0668102528395949
Lipids_POS_828.5433_288.7364_306.6617,,,0.0421938713671354,0.0684397411193284,,,,,0.0572445534793751,0.0656479280891552
Lipids_NEG_804.5472_288.7820_309.0235,,,0.0575740957745409,0.0548687713682148,,,,,0.0416001937416492,0.0447406036319801
Lipids_POS_668.6534_406.3170_298.8757,,,0.0440711833170156,0.0434761239183125,,,,,0.0498299985135922,0.0504081367586532
Lipids_POS_497.6073_174.3793_239.3954,,,0.0653712261042381,0.1079269211231887,,,,,0.1027063658399572,
Lipids_POS_570.3546_176.7913_244.0383,,,0.0913462802568987,0.1038926865361328,,,,,0.0712944798844217,
Lipids_POS_478.3290_174.0710_231.4990,,,0.0729175747776533,0.0989834243345709,,,,,0.0501215414861478,
Lipids_POS_518.3214_166.5191_242.3454,,,0.0709131874486328,0.0914183484988099,,,,,0.0705772318987081,
Lipids_POS_496.6745_174.3182_239.8467,,,0.0695877838321574,0.0966475188687961,,,,,0.0669407599980775,
Lipids_NEG_1189.7550_318.2831_392.3050,-0.0489637753995453,,0.0420747862465969,0.0535330262665659,,,,,0.0484872532551219,
Lipids_POS_935.7308_370.5858_341.5528,,,0.0927726186793075,0.0614224812250339,,,,,0.0494184011766353,
Lipids_NEG_888.5940_364.0705_331.0453,,,0.0450142687471944,0.0431624382436602,,,,,0.0710741473043125,
Lipids_NEG_271.2275_160.3043_180.0461,,,0.0446509705064017,0.0496056300529375,,,,,0.0438309200130196,
Lipids_NEG_1131.6804_174.0561_360.4199,,,0.0479481863236607,0.0519428045642778,,,,,0.0524342297938586,
Lipids_POS_504.4376_310.8684_248.7457,,,0.0478948995389734,0.0506123181187707,,,,,0.0522008040554398,
Lipids_NEG_556.3514_166.8343_252.2851,,,0.0747561961235171,0.0845513408127426,,-0.0497168689030325,-0.0510921377560844,,0.0696981580468793,
Lipids_NEG_556.3523_174.3013_252.7480,,,0.0504602034605317,0.0789328516533489,,-0.0454559762641553,-0.0471999664026698,,0.0858481326390245,
Lipids_NEG_1117.6652_173.9833_357.4844,,,0.0548659721255358,0.0566505276277658,,-0.0447985605453227,,,0.0693404395950381,
Lipids_NEG_353.3421_315.3136_205.7529,,,0.0741643494631228,0.0855519159465293,,-0.0802982200893661,,,0.0939768026376109,
Lipids_POS_572.3702_186.3282_244.4277,,,0.0607618678050108,0.0749769445867223,,-0.0570028378589227,,,0.1036203607154137,
Lipids_NEG_367.1583_42.5989_199.8372,-0.0476505363406958,,0.0830473790494072,0.0758051424056132,,-0.0563447195089127,,-0.0488468175689475,0.0988122088551955,
Lipids_NEG_840.5236_288.6576_303.4719,-0.0441914881973444,,0.074836593386073,0.0760721876442379,,-0.053398702679659,,,0.0561618489439137,
Lipids_NEG_478.2936_187.8373_222.2248,-0.0489262836050329,,0.0671386130841425,0.0832288980972111,,-0.0439804192025337,-0.0448465789533049,,0.044818212408545,0.0488224937160394
Lipids_NEG_568.3607_192.9332_256.9153,-0.0521903035167567,-0.0433450201106528,0.0785473624889623,0.072324936334209,,,-0.0555674161517805,,0.0809654286960897,
