,health_satisfaction,high_irritable_state,tired_or_little_energy_fortnight,nerves_anxiety_tension_depression_doctor,nerves_anxiety_tension_depression_psychiatrist,unenjoyment_uninterested_period_duration_weeks,miserable_no_reason,depressed_hopeless_fortnight,mood_swings,financial_situation_satisfaction,depressed_whole_week,fed-up_often,little_interest_or_pleasure_fortnight,troubled_by_guilt,fidgety_or_restless_fortnight,rds_score,depressed_longest_period_weeks,family_relationship_satisfaction,happiness_level,friendships_satisfaction,irritablilty_leading_to_argumens,feeling_lonley_often,risks_taker
AHI,-0.1484656202124612,0.0898478508423693,-0.05095607500568254,0.0,0.0,0.0,-0.04136908138424612,-0.04115254213511893,-0.03489997436074817,0.0,0.0,0.0,-0.06934568749997054,-0.047439477698431876,-0.08073493255964186,-0.08522757876004625,0.0,0.0,0.0,0.0,0.0,0.0,0.055692172975380524
snore_db_mean,-0.09022267127903122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04908466825458846,-0.04627074253998769,-0.06848933954569375,0.0,0.0,0.0,0.0,0.041823953727944695,0.04027102352657366
total_sleep_time,0.0,-0.07626124673783709,0.05792659183829632,0.05964635659530609,0.05163925385172352,0.1073552281592966,0.040662677742250304,0.04394733484060546,0.04055007015446509,0.04266792255923968,0.04842924413170618,0.057675615971522244,0.0,0.0,0.0,0.04206524787639604,0.0,-0.03762343021171547,-0.03777817701228047,0.0,0.0,0.0,0.0
saturation_mean,0.12296090084013273,0.0,0.03470944497463069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04112526738583138,0.03465264499298616,0.04607088702006178,0.05797573717939305,0.0,0.0,0.0,0.0,0.037827714716074816,-0.04310352087222246,0.0
hrv_time_rmssd_during_night,0.08044479337385714,0.0,-0.051655602353135335,0.0,0.0,0.0,-0.04538975095038447,0.0,0.0,0.0,-0.03438334042321758,-0.04005187551003367,0.0,0.0,0.0,0.0,0.0,0.0,0.047055551785020834,-0.0404511616968371,0.0,0.0,0.050028537588752364
variability_between_sleep_stage_percents,0.0,0.0,0.0,0.07260954264750702,0.062438842931580855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep_efficiency,0.035601120934730855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03606679455478576,0.0,0.035151266227759936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038473582740110826
desaturations_mean_nadir,0.09191957508826071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03616933042035914,0.0
hrv_time_rmssd_during_wake,0.0533491261110939,0.0,-0.04934349355343397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03514800360511812,0.0
