,"Age, BMI & VAT",Immune system
AHI,0.005502518083560392,0.006751601801329885
ahi_4_percent,0.005987848637392255,0.00756495789384072
ahi_central,0.008762250444969229,0.012835953169850678
ahi_central_during_nrem,0.01011080416315535,0.012906506828974573
ahi_central_during_rem,0.011368476557185767,0.012221735419496277
ahi_during_left,0.007975353173130313,0.009007833990891338
ahi_during_non_supine,0.006105634009998988,0.007608220059608176
ahi_during_nrem,0.006129548831620745,0.006106406790659917
ahi_during_prone,0.01003669044247092,0.010096597984865141
ahi_during_rem,0.004550833151894399,0.005733306746069314
ahi_during_right,0.008013071155560915,0.009023602993406111
ahi_during_supine,0.004581287142608722,0.005961042344038194
ahi_obstructive,0.004221568888408255,0.005717756239851993
ahi_obstructive_during_nrem,0.006596705606913668,0.007301309867101923
ahi_obstructive_during_rem,0.00541167976541091,0.006917712179386926
desaturations_above_20,0.01137861734121079,0.011567056388439044
desaturations_mean_nadir,0.007627892985945481,0.007513911543623553
desaturations_of_10_20,0.009757656011877105,0.011190318766934833
desaturations_of_4_9,0.005512176498996635,0.00690223375852429
number_of_4_percent_desaturation_apnea_hypopnea_events,0.006370896203617877,0.00763976699644732
number_of_all_respiratory_events,0.008478444335282402,0.009604915994323704
number_of_apnea_hypopnea_events,0.006391084726999255,0.007105131994351174
number_of_central_apnea_hypopnea_events,0.00873116086973819,0.012944285026506113
number_of_desaturation_events,0.0057138839338868085,0.00754919763888145
number_of_obstructive_apnea_hypopnea_events,0.004770620986214547,0.006293140924159191
number_of_transitions_nrem_to_rem,0.014771630619385778,0.012474560750530463
number_of_transitions_nrem_to_wake,0.011200676487246831,0.011463418591726792
number_of_transitions_rem_to_nrem,0.014125095612107499,0.014554762869843666
number_of_transitions_rem_to_wake,0.015513640512660206,0.012351699493742391
number_of_transitions_wake_to_nrem,0.011183561278081096,0.011180147615109508
number_of_transitions_wake_to_rem,0.012284863898310308,0.012579660306281526
number_of_wakes,0.009703948602062338,0.010404640190503845
odi,0.005964391829114702,0.0076023435245408605
odi_during_left,0.00657697992597726,0.00933171439621139
odi_during_non_supine,0.006520452012401332,0.006701781190818316
odi_during_nrem,0.007101953264388967,0.0070519432694669745
odi_during_prone,0.007792792470820345,0.010098952737397186
odi_during_rem,0.005322070577598271,0.005990453195448836
odi_during_right,0.008879529551539903,0.01012592092477024
odi_during_supine,0.005137789075389963,0.006582994190171793
percent_of_deep_sleep_time,0.009482740878980697,0.011306509318887987
percent_of_left_sleep,0.012086510130429818,0.011216565654084056
percent_of_light_sleep_time,0.012415125706344106,0.012285351333155687
percent_of_non_supine_sleep,0.010615759659536577,0.009157607008288712
percent_of_prone_sleep,0.012555665840236598,0.014020900279016507
percent_of_rem_sleep_time,0.013198024744991106,0.01355706891439406
percent_of_right_sleep,0.013187339175209693,0.013963506340995593
percent_of_sleep_time,0.013291323725286323,0.014215442105391928
percent_of_supine_sleep,0.010615759677109936,0.009155899932450437
percent_of_wake_time,0.01328427098584937,0.014215002196318417
rdi,0.007763212413370256,0.008348748430935488
rdi_during_left,0.008724832977005745,0.010127435979980216
rdi_during_non_supine,0.006860343541098544,0.010358804219326306
rdi_during_nrem,0.006664884257059745,0.007894743416663104
rdi_during_prone,0.012422730843669025,0.012626049857043775
rdi_during_rem,0.005332724169049603,0.0077308053190066495
rdi_during_right,0.009267135283067458,0.01037235109943938
rdi_during_supine,0.0051052420213298045,0.007349859764667095
rem_latency,0.012747487611764996,0.013513095704167678
saturation_below_80,0.017284650150081144,0.01665430631105139
saturation_below_85,0.013004224893572185,0.010235353819183748
saturation_below_90,0.03201297231076971,0.018301033296801904
saturation_below_or_equal_88,0.0304034256942609,0.016764854778642552
saturation_max_value,0.010115380859657281,0.009760308125516258
saturation_mean,0.006148276525992675,0.006407584812379102
saturation_min_value,0.006490964500940939,0.0084733622210273
sleep_efficiency,0.013129414379968094,0.011171566734281591
sleep_latency,0.012596920306581189,0.01312949094500716
snore_above_40db,0.011299840559,0.014204223294999313
snore_above_45db,0.00922477316614129,0.009443680174203968
snore_above_50db,0.01135578025024166,0.010373962091584452
snore_above_60db,0.00996630781581603,0.01144219038159995
snore_db_mean,0.008144320385069249,0.010173663264896594
time_to_transition_nrem_to_rem,0.013953943064644068,0.014825279821422063
time_to_transition_nrem_to_wake,0.012384173785762516,0.013190076575398234
time_to_transition_rem_to_nrem,0.011853809152083854,0.01156557301708324
time_to_transition_rem_to_wake,0.013852422669927488,0.014925605907517094
time_to_transition_wake_to_nrem,0.011945417548490555,0.01409130761579391
time_to_transition_wake_to_rem,0.015041892123054956,0.013930811891796879
total_arousal_sleep_time,0.013367721265105537,0.012316634575158136
total_deep_sleep_time,0.010338612359396107,0.011188766892564721
total_left_sleep_time,0.011974306289508742,0.011089033067094679
total_light_sleep_time,0.011161187164157765,0.014519603783727247
total_non_supine_sleep_time,0.010178726674007413,0.009735601009915254
total_prone_sleep_time,0.01249274713674252,0.014196792538474506
total_rem_sleep_time,0.014525397665853769,0.014512446255354588
total_right_sleep_time,0.012990608210367825,0.01457882199896105
total_sleep_time,0.013045550250856804,0.012664604304673482
total_supine_sleep_time,0.010607968131332884,0.011864090522074993
total_time_in_bed,0.012408132740905953,0.011955574682846044
total_valid_apnea_central_sleep_time,0.012534317854174309,0.012819222856834612
total_valid_apnea_sleep_time,0.013961219422523166,0.012949662991719462
total_wake_time,0.012433563073364335,0.010792148902406666
total_wake_time_after_sleep_onset,0.014628007825928043,0.015015771806234613
variability_between_sleep_stage_percents,0.01189088793761566,0.012214680168113662
