,"Age, BMI & VAT","Sleep Quality
(average of nights)"
from_l_thigh_to_l_ankle_pwv,0.00843768753904157,0.009187183417699129
l_brachial_index,0.013593613181375554,0.012548664592093462
l_ankle_index,0.013067635639936286,0.013218730007861345
from_r_thigh_to_r_ankle_pwv,0.010597806209652276,0.010738575942172451
r_abi,0.01218728858340111,0.012627236181939802
r_brachial_index,0.011590152805729372,0.013477861168492722
l_brachial_pressure,0.0056550740149797964,0.008775110348638702
r_ankle_index,0.012187288583401103,0.012627236181939802
r_brachial_pressure,0.005363367423852401,0.008818963014501146
from_r_thigh_to_r_ankle_transit_time,0.007735638876797114,0.010016867211621
from_l_thigh_to_l_ankle_transit_time,0.008409269113814087,0.008440926917873473
r_ankle_pressure,0.005137889912626085,0.007058175329370541
l_ankle_pressure,0.0037476773926426936,0.00716127509855955
l_abi,0.013067635639936286,0.013218730007861345
sitting_blood_pressure_pulse_rate,0.008258197742764116,0.01017586780577407
sitting_blood_pressure_diastolic,0.0045704651393329,0.006717212641821042
lying_blood_pressure_diastolic,0.005707392347136011,0.008973353386988448
lying_blood_pressure_systolic,0.004330506325066894,0.006582917479498795
standing_one_min_blood_pressure_systolic,0.005722486910584405,0.007420958501289295
standing_three_min_blood_pressure_systolic,0.0058867795595179545,0.007497101872001265
lying_blood_pressure_pulse_rate,0.007922308289023126,0.010220518201587614
sitting_blood_pressure_systolic,0.004288504343421253,0.006134450990798171
standing_three_min_blood_pressure_diastolic,0.0065534045950629794,0.008193549203218266
standing_one_min_blood_pressure_pulse_rate,0.00880633358341204,0.011957784841083367
standing_three_min_blood_pressure_pulse_rate,0.008283281418132444,0.013195363525576475
standing_one_min_blood_pressure_diastolic,0.006745963178607467,0.007676605065207089
intima_media_th_mm_1_intima_media_thickness,0.0054744150519269496,0.008112084332120994
intima_media_th_mm_2_intima_media_thickness,0.0046973903155280465,0.007607318318453615
intima_media_th_mm_2_window_width,0.00018700359886775423,0.00023867082575322404
intima_media_th_mm_1_window_width,0.0002144032670569795,0.00020037878844287002
intima_media_th_1_fit,0.011911653391241993,0.011248446485019244
intima_media_th_2_fit,0.01010244306567775,0.014416226366780813
Disc_height,0.017815619643887167,0.015197825476964955
Artery_Average_width,0.009781255809626006,0.014680096928893775
Vessel_density,0.007616100403768788,0.011434530211115691
Tortuosity_density,0.010340256783668546,0.012492344645198659
Vein_Tortuosity_density,0.010517284080482518,0.010365435782244992
Fractal_dimension,0.005743474645674125,0.009816564948409507
CDR_vertical,0.013774118004694564,0.014733155456048919
Vein_Vessel_density,0.007933654430329614,0.00897356809396857
Disc_width,0.018444957010516426,0.012291111220495034
Vein_Squared_curvature_tortuosity,0.014535023542358673,0.014031017843164371
Artery_Fractal_dimension,0.007847455823255895,0.011383279033341137
Distance_tortuosity,0.014730419004494616,0.015041950197042622
participant_id,0.013929831632404539,0.012633880841906435
Vein_Distance_tortuosity,0.014397917580334782,0.014486672800958292
Vein_Fractal_dimension,0.007504263379235043,0.010780333719247491
Cup_width,0.01852447513270915,0.014554414543818162
Artery_Vessel_density,0.008639950387588998,0.010525284895792795
Squared_curvature_tortuosity,0.015732921074229907,0.014185193972580555
Average_width,0.013857985770199114,0.01285292244582428
CDR_horizontal,0.013969019354779427,0.013617336590418005
Artery_Squared_curvature_tortuosity,0.012938447489659288,0.013878827892562031
Artery_Distance_tortuosity,0.012579899801996601,0.010956891133586484
Artery_Tortuosity_density,0.010811397050755553,0.012683814453349419
Cup_height,0.015504153281979412,0.013805314889086834
Vein_Average_width,0.013561205462486238,0.014997286788809544
r_mv_V4,0.007522612615329355,0.010230106366559038
t_mv_V6,0.010749048635040712,0.011957404588448182
p_mv_V4,0.010395466814883177,0.012839488605939304
p_mv_V5,0.010440267156166564,0.01534427563824603
q_ms_I,0.02220621408225199,0.027865820778970415
qt_ms,0.008137656725380436,0.008342651286666383
s_mv_aVF,0.018128243831224918,0.015014656942909018
r_ms_V4,0.010071201650064553,0.008959031067091602
j_mv_I,0.00820709818129584,0.013179141058369653
q_mv_aVL,0.015963786583042677,0.015280283280829624
j_mv_aVF,0.009865946266740802,0.013110018626760301
j_mv_V2,0.009236853237405772,0.013347552320189526
st_mv_V1,0.009555222737427274,0.012582910161924058
q_ms_aVR,0.013430322808585247,0.015120415479942816
p_ms,0.008306211574244313,0.011697207014013415
j_mv_II,0.012600969325675625,0.01172217917633856
j_mv_aVR,0.01028414984913832,0.015088488169914163
r_mv_V5,0.008501501559091526,0.010962660254837744
t_mv_III,0.007878972054687452,0.00976345901678244
q_mv_I,0.015806051581517388,0.01963245963126842
r_mv_aVF,0.005960733483623793,0.008910801739352547
p_mv_V3,0.011129370926844682,0.014333292939638892
s_mv_I,0.016495027337299857,0.0183456097387058
r_ms_V1,0.011791398324147518,0.014430215864871178
s_mv_V6,0.010925570103756797,0.012980627583213094
p_mv_III,0.012331973368533934,0.012105040431509088
st_mv_III,0.009747432336540476,0.01377575461852937
p_mv_V6,0.012475703049208585,0.013497603469622397
hr_bpm,0.006927338879155834,0.010660513877959613
r_ms_III,0.00720960189376962,0.009072944895177784
r_mv_aVL,0.004452264974812557,0.007952595985331212
r_ms_V6,0.011909976298992458,0.012517715932461544
j_mv_V3,0.010062413339918995,0.011369354381617116
r_ms_V5,0.010718331905643178,0.012397769992841404
st_mv_V6,0.011248552885901479,0.012791753988939414
s_mv_V1,0.009702578143623799,0.010567601027270172
s_mv_III,0.012269958995314485,0.014004852421714533
r_mv_II,0.008588534818939859,0.011418382058194966
s_mv_V5,0.010296612647151095,0.01040833527182203
t_mv_aVR,0.011400562778206556,0.013014654779318246
s_mv_V2,0.00941213178655991,0.009572303616780202
r_mv_aVR,0.010847265776620986,0.012922637322381657
st_mv_V3,0.011981568792427772,0.01156633364685082
r_mv_III,0.00590575780521542,0.008540061685885128
p_mv_II,0.010319694773446022,0.012217500253122888
s_mv_V3,0.01043877190716972,0.0120917220830401
q_mv_aVR,0.013629284115974395,0.01620325155421498
st_mv_I,0.008864245425415277,0.013641896103840164
s_mv_aVR,0.018147560152283537,0.019144002227313266
pr_ms,0.00923618362129758,0.011657584295995574
p_mv_aVR,0.012263442431601585,0.010998851337764008
st_mv_aVL,0.007677523392202176,0.01207829285316996
t_mv_V3,0.007494417645842906,0.010267481225744179
p_mv_I,0.011773294761684863,0.012139309482722304
r_mv_I,0.0036690061444197325,0.006027235639740686
