,"Age, BMI & VAT","Sleep Quality
(average of nights)"
from_l_thigh_to_l_ankle_pwv,False,False
l_brachial_index,False,False
l_ankle_index,False,True
from_r_thigh_to_r_ankle_pwv,False,False
r_abi,False,True
r_brachial_index,True,True
l_brachial_pressure,False,True
r_ankle_index,False,True
r_brachial_pressure,False,True
from_r_thigh_to_r_ankle_transit_time,False,True
from_l_thigh_to_l_ankle_transit_time,False,True
r_ankle_pressure,False,True
l_ankle_pressure,False,True
l_abi,False,True
sitting_blood_pressure_pulse_rate,False,True
sitting_blood_pressure_diastolic,False,True
lying_blood_pressure_diastolic,False,True
lying_blood_pressure_systolic,False,True
standing_one_min_blood_pressure_systolic,False,True
standing_three_min_blood_pressure_systolic,False,True
lying_blood_pressure_pulse_rate,False,True
sitting_blood_pressure_systolic,False,True
standing_three_min_blood_pressure_diastolic,False,True
standing_one_min_blood_pressure_pulse_rate,False,True
standing_three_min_blood_pressure_pulse_rate,False,True
standing_one_min_blood_pressure_diastolic,False,True
intima_media_th_mm_1_intima_media_thickness,False,True
intima_media_th_mm_2_intima_media_thickness,False,True
intima_media_th_1_fit,False,True
intima_media_th_2_fit,False,True
Disc_height,False,True
Artery_Average_width,False,True
Vessel_density,False,True
Tortuosity_density,False,True
Vein_Tortuosity_density,False,True
Fractal_dimension,False,True
CDR_vertical,True,True
Vein_Vessel_density,False,True
Disc_width,False,True
Vein_Squared_curvature_tortuosity,True,True
Artery_Fractal_dimension,False,True
Distance_tortuosity,False,True
participant_id,False,False
Vein_Distance_tortuosity,False,True
Vein_Fractal_dimension,False,True
Cup_width,True,True
Artery_Vessel_density,False,True
Squared_curvature_tortuosity,False,True
Average_width,False,True
CDR_horizontal,True,True
Artery_Squared_curvature_tortuosity,False,True
Artery_Distance_tortuosity,False,True
Artery_Tortuosity_density,True,True
Cup_height,True,True
Vein_Average_width,False,True
r_mv_V4,False,True
t_mv_V6,False,True
p_mv_V4,False,True
p_mv_V5,False,True
q_ms_I,False,False
qt_ms,False,True
s_mv_aVF,False,True
r_ms_V4,False,True
j_mv_I,False,True
q_mv_aVL,False,True
j_mv_aVF,False,True
j_mv_V2,False,True
st_mv_V1,False,True
q_ms_aVR,False,False
p_ms,False,True
j_mv_II,True,True
j_mv_aVR,False,True
r_mv_V5,False,True
t_mv_III,False,True
q_mv_I,False,True
r_mv_aVF,False,True
p_mv_V3,False,True
s_mv_I,False,True
r_ms_V1,False,True
s_mv_V6,False,True
p_mv_III,False,True
st_mv_III,True,True
p_mv_V6,False,True
hr_bpm,False,True
r_ms_III,False,True
r_mv_aVL,False,True
r_ms_V6,False,True
j_mv_V3,False,False
r_ms_V5,False,True
st_mv_V6,True,True
s_mv_V1,False,False
s_mv_III,False,True
r_mv_II,False,True
s_mv_V5,False,True
t_mv_aVR,False,True
s_mv_V2,False,True
r_mv_aVR,False,False
st_mv_V3,False,True
r_mv_III,False,True
p_mv_II,False,True
s_mv_V3,False,True
q_mv_aVR,False,True
st_mv_I,False,True
s_mv_aVR,False,True
pr_ms,False,True
p_mv_aVR,False,False
st_mv_aVL,False,True
t_mv_V3,False,True
p_mv_I,False,True
r_mv_I,False,True
p_mv_V1,False,True
t_mv_aVL,False,True
r_ms_aVF,False,True
qrs_axis,False,True
t_mv_aVF,False,True
t_axis,False,True
p_mv_aVL,False,True
r_mv_V2,False,True
r_r_ms,False,True
r_ms_V2,False,True
st_mv_V2,False,True
j_mv_V5,False,True
r_mv_V1,False,True
j_mv_V4,False,True
t_mv_V4,False,True
st_mv_V5,False,True
j_mv_V6,False,True
st_mv_II,False,True
r_ms_I,False,True
j_mv_aVL,False,True
q_ms_aVL,False,True
r_ms_aVR,False,False
r_mv_V3,False,True
s_mv_aVL,False,True
st_mv_V4,False,True
qrs_ms,False,True
r_ms_aVL,False,True
t_mv_II,False,True
r_mv_V6,False,True
t_mv_V1,False,True
r_ms_II,False,False
t_mv_V5,False,True
t_mv_V2,False,True
st_mv_aVF,False,True
p_axis,True,True
p_mv_V2,False,True
qtc_ms,False,True
r_ms_V3,False,False
s_mv_II,False,True
p_mv_aVF,False,True
j_mv_III,False,True
t_mv_I,False,False
st_mv_aVR,False,True
s_mv_V4,False,True
j_mv_V1,True,True
