,Age & BMI,"Sleep Quality
(average of nights)"
r_ms_V4,0.0440569908673432,0.0561380695937003
j_mv_I,-0.0112310628269771,0.00277115584428515
q_mv_aVL,0.11277084746999,0.06085943018743355
j_mv_aVF,0.027515870292304498,0.0037429545420195
j_mv_V2,0.0043625844346500495,0.0039342392251949
st_mv_V1,0.034089513867462146,0.01611032871651165
q_ms_aVR,0.0322795456317516,0.03242173782992945
p_ms,0.1996241573919138,0.13152125497828648
j_mv_II,0.0290222078511692,0.02921548542706845
j_mv_aVR,0.0104472225185241,0.0130872463845919
r_mv_V5,0.2855848843907153,0.22449041978036804
t_mv_III,0.38960486929812976,0.31926589929014637
q_mv_I,0.0728485025786241,0.0193216544948933
r_mv_aVF,0.4029449253816131,0.3712615079864393
p_mv_V3,0.037238527717276704,0.011678990121218601
s_mv_I,0.07277717031895085,0.05168947230643485
r_ms_V1,0.07406101004794624,0.05665884797604235
s_mv_V6,0.16172811932452996,0.12278189504168399
p_mv_III,0.09465507174450069,0.0601139988410301
st_mv_III,-0.0133278411335829,-0.01379905314166215
p_mv_V6,0.02860913322558755,0.0061603914128015
hr_bpm,0.2005245651444521,0.1922509572648106
r_ms_III,0.3260611458764714,0.26074256571644916
r_mv_aVL,0.4129975286054569,0.36560897643135903
r_ms_V6,0.043983927263113745,0.0200917729396759
j_mv_V3,0.02752152278388565,0.0362938090697957
r_ms_V5,0.04431527405384619,0.03846160710465725
st_mv_V6,-0.0060546140858105,-0.03097347175610125
s_mv_V1,0.0699426631427898,0.06748533609379159
s_mv_III,0.2657924900434173,0.20805534022833289
r_mv_II,0.31502742178797905,0.2927029349920536
s_mv_V5,0.0881958225042486,0.0569964714381758
t_mv_aVR,0.2088676533851755,0.1855143062059998
s_mv_V2,0.1250190375152846,0.0822844057006035
r_mv_aVR,0.03492108896586075,0.07985714008662634
st_mv_V3,0.11385533219553551,0.074024350206816
r_mv_III,0.3666872248036531,0.3140852079610371
p_mv_II,0.04909861240898635,0.02147806093591275
s_mv_V3,0.03394067568155095,0.031297098277012
q_mv_aVR,0.13314802724854968,0.1198217048125686
st_mv_I,0.06920936985102466,0.0559972504250353
s_mv_aVR,0.09092945224313889,0.052344617094453455
pr_ms,0.15507237049199668,0.09836842080767541
p_mv_aVR,0.0018771251095233,-0.0032433886547328997
st_mv_aVL,0.053773025290796694,0.038347326120463
t_mv_V3,0.3224867399807302,0.2616231497463133
p_mv_I,0.017207696184760153,0.022483676908070148
r_mv_I,0.40462837650585737,0.3461070864794258
p_mv_V1,0.0932421109389992,0.0561799300476197
t_mv_aVL,0.23020241948457826,0.17513365121454835
r_ms_aVF,0.16683255140227415,0.13880042902183537
qrs_axis,0.012329509636622549,-0.01265663832964435
t_mv_aVF,0.3642498144406934,0.2902603943332942
t_axis,0.28650024028593746,0.2240186155312578
p_mv_aVL,0.0994813309237262,0.0774917133661872
r_mv_V2,0.16027550573155408,0.10546454031121075
r_r_ms,0.1848905732547233,0.1859636153002054
r_ms_V2,0.1871933995791843,0.12318606131032486
st_mv_V2,0.08230384879540895,0.0322285433859644
j_mv_V5,0.0196637692442789,0.0021971727146107003
r_mv_V1,0.06664694105484506,0.035599551075594094
j_mv_V4,0.0114703494295777,0.0100908948947456
t_mv_V4,0.37608834483082443,0.3347230509546195
st_mv_V5,0.021803295374118,-0.0178278563275664
j_mv_V6,-0.0011302375792072,-0.021064574599921497
st_mv_II,0.0486339070294117,0.0460281248903469
r_ms_I,0.12012314266591065,0.06756675740287794
j_mv_aVL,0.008693785940637501,0.021777413223626398
q_ms_aVL,0.29335858476106536,0.20420824646110614
r_ms_aVR,0.02982883093574035,0.08016677806774855
r_mv_V3,0.07733268514147565,0.055156338127399646
s_mv_aVL,0.08863549966182449,0.1097986280573607
st_mv_V4,0.04609437215729685,0.0034627134432431497
qrs_ms,0.03217143039036145,0.026118830500718
r_ms_aVL,0.24581169733781594,0.17745240351443245
t_mv_II,0.3288539832429477,0.28229697670365206
r_mv_V6,0.20178349232213486,0.14491791544266697
t_mv_V1,0.11491778029891439,0.0983952902092555
r_ms_II,0.01305849527756945,0.06338341586800239
t_mv_V5,0.3352754399203634,0.29754444938282615
t_mv_V2,0.06831266139790805,0.06709304921015095
st_mv_aVF,0.0126282853242367,-0.00660546285240655
p_axis,-0.010394130627175448,-0.02075480874501935
p_mv_V2,0.05630921156804375,0.06659865928990011
qtc_ms,0.16351315472314945,0.13986531539085925
r_ms_V3,0.041202893113852,0.022348436571535853
s_mv_II,0.1076111567597258,0.07747638157126345
p_mv_aVF,0.1044036491903424,0.06277213023101445
j_mv_III,0.030885658452098,-0.00263185939195885
t_mv_I,0.16540263166422758,0.1530432853304853
st_mv_aVR,0.09260037823113645,0.08105772665544875
s_mv_V4,0.03414481764784195,0.016983133001164052
j_mv_V1,-0.02844764044674225,0.0506007438279858
