,"Age, BMI & VAT",Diet
AHI,0.0010366162254874314,0.001260028576207674
ahi_4_percent,0.0014575108738015743,0.0018818053436877767
ahi_central,0.004081862973727338,0.005751823849173808
ahi_central_during_nrem,0.0026969368027517544,0.006041539247903886
ahi_central_during_rem,0.004179783893252919,0.00682029511225663
ahi_during_left,0.0017702768680818287,0.002231579529917055
ahi_during_non_supine,0.0016819547970671333,0.00226690469021535
ahi_during_nrem,0.0011795125956443392,0.0015278351132656503
ahi_during_prone,0.001992318593091151,0.0027291563180211796
ahi_during_rem,0.0008096049257869492,0.0009746272954873635
ahi_during_right,0.0016086482482490867,0.0022329366594867153
ahi_during_supine,0.0010481925692461278,0.0012645709330162042
ahi_obstructive,0.0010900877703243293,0.0012530672437908558
ahi_obstructive_during_nrem,0.0011112477709206673,0.0015008687637948874
ahi_obstructive_during_rem,0.0009335429560579756,0.001091922960134884
desaturations_above_20,0.012787079285965548,0.012687350737264512
desaturations_mean_nadir,0.002450263306765036,0.0024825779473858977
desaturations_of_10_20,0.004242778949734587,0.009868488469488264
desaturations_of_4_9,0.0017247959075896797,0.002284419135959139
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0018475965981771458,0.002250206200665194
number_of_all_respiratory_events,0.0016439101871197877,0.0019330624327848218
number_of_apnea_hypopnea_events,0.0013421747652655153,0.00174293268800423
number_of_central_apnea_hypopnea_events,0.0031936913514407604,0.005587278024500842
number_of_desaturation_events,0.0018403688075817211,0.0032014414551041646
number_of_obstructive_apnea_hypopnea_events,0.0011891678786177962,0.0014415902667848698
number_of_transitions_nrem_to_rem,0.01760938944266927,0.017509192983990438
number_of_transitions_nrem_to_wake,0.005486249859736801,0.011112328168977335
number_of_transitions_rem_to_nrem,0.02135655655393047,0.02123227297932762
number_of_transitions_rem_to_wake,0.01266906837139527,0.012669068371395273
number_of_transitions_wake_to_nrem,0.004947894747954294,0.010136103751819161
number_of_transitions_wake_to_rem,0.012626147310122422,0.012626147310122402
number_of_wakes,0.0041708625097559805,0.008150451762928938
odi,0.0016267956418822387,0.0037970001000298976
odi_during_left,0.00248516026702375,0.005060115314846158
odi_during_non_supine,0.0026829225998311096,0.00427673196529239
odi_during_nrem,0.0019157339157593847,0.0025013893750728136
odi_during_prone,0.0030810015768131813,0.0049478410289729045
odi_during_rem,0.001032276094042413,0.004623385603143606
odi_during_right,0.0029502833374680606,0.006780498002430692
odi_during_supine,0.0011246894437820672,0.0014306011236540554
percent_of_deep_sleep_time,0.001969542574363758,0.006938783673208799
