,"Age, BMI & VAT",Diet
total_time_in_bed,0.053277268972680855,0.0924525774566672
total_arousal_sleep_time,0.0590728150878208,0.09523700317290154
total_sleep_time,0.05782229445651725,0.093607814388417
total_valid_apnea_sleep_time,0.07681370532533745,0.1084351190007542
total_valid_apnea_central_sleep_time,0.0612303808880031,0.0917357508051572
total_prone_sleep_time,0.0244532922185776,0.037497003430999654
