,Age & BMI,"HRV
(average of nights)"
Mean,0.1032943319210151,0.1394875820063326
ea1c,0.1032943267768554,0.13948757123947875
gmi,0.10329433634092995,0.13948757447463556
AUC,0.10591230939531965,0.13877371847944894
grade_hypo,0.0292599837069658,0.05699246532426785
Median,0.10376835248076766,0.13143616719301454
grade_hyper,0.14466760136155365,0.16731165145235566
j_index,0.08937063049129321,0.11100754518460855
above_140,0.12598195260725592,0.14095469852681242
hbgi,0.0213838487986099,0.03584122549579895
hyper_index,0.00043933742354455,0.0147776464312551
grade,0.024673352222921448,0.038244035358099254
m_value,0.00482317199652345,0.01669382424696685
